Dataset,Attack,Resolution,AddressSize,TrainTime_s,InferTime_Adv_s,Acc_Drop_pp,Clean_Acc,Clean_Precision,Clean_Recall,Clean_F1,Clean_MCC,Clean_FAR,Clean_ASR,Clean_AUC,Clean_PR_AUC,Clean_F1_Macro,Clean_Miss_bots,Clean_Miss_brute force,Clean_Miss_ddos,Clean_Miss_dos,Clean_Miss_port scanning,Clean_Miss_web attacks,Adv_Acc,Adv_Precision,Adv_Recall,Adv_F1,Adv_MCC,Adv_FAR,Adv_ASR,Adv_AUC,Adv_PR_AUC,Adv_F1_Macro,Adv_Miss_bots,Adv_Miss_brute force,Adv_Miss_ddos,Adv_Miss_dos,Adv_Miss_port scanning,Adv_Miss_web attacks
CICIDS,FGSM,1,5,3.822641900042072,4.234018700197339,1.6754900813446771,0.8461433181725316,0.8135210307547622,0.8461433181725316,0.7932954123742706,0.28764918991402,0.010293261290846085,0.8603577678854579,0.5304859973212036,0.1742855264288807,0.19244244575622924,1.0,1.0,0.9998047103855017,0.693308214405533,1.0,1.0,0.8293884173590849,0.7499795768815113,0.8293884173590849,0.7547102737526891,0.011251369953663836,0.0027898962320888183,0.9964763504386944,0.5005437018002746,0.14361029578901566,0.1321662107786166,1.0,1.0,0.9944928328711479,0.9958966683011174,1.0,1.0
CICIDS,RANDOM_LINF,1,5,3.822641900042072,3.208296800032258,1.3870844251027914,0.8461433181725316,0.8135210307547622,0.8461433181725316,0.7932954123742706,0.28764918991402,0.010293261290846085,0.8603577678854579,0.5304859973212036,0.1742855264288807,0.19244244575622924,1.0,1.0,0.9998047103855017,0.693308214405533,1.0,1.0,0.8322724739215037,0.7895693613747538,0.8322724739215037,0.7589808381233139,0.08123509083009045,0.0011741907153017097,0.9873735890719881,0.5028325997275138,0.14572582966740466,0.13785628575144349,1.0,1.0,0.9951958754833418,0.9754316240419107,1.0,1.0
CICIDS,RANDOM_L2,1,5,3.822641900042072,2.3762689002323896,2.023600072200593,0.8461433181725316,0.8135210307547622,0.8461433181725316,0.7932954123742706,0.28764918991402,0.010293261290846085,0.8603577678854579,0.5304859973212036,0.1742855264288807,0.19244244575622924,1.0,1.0,0.9998047103855017,0.693308214405533,1.0,1.0,0.8259073174505257,0.7355373986641507,0.8259073174505257,0.7565010469553514,0.04442606366130803,0.009145322806984048,0.9777305347725485,0.503329556347792,0.14421460210075335,0.140170233934045,0.9948586118251928,0.9896174863387979,0.9630902628598211,0.9798188340344267,0.9920613043717956,0.9906759906759907
CICIDS,FGSM,1,10,3.27043559984304,3.837842100067064,1.8280237468536242,0.8485334750898045,0.818365594098662,0.8485334750898045,0.7952399312111952,0.3030811464975889,0.007422221797943734,0.8603812588825333,0.5308783272905248,0.1769386759025052,0.19404361123341626,1.0,1.0,0.9999609420771003,0.693256600170327,1.0,1.0,0.8302532376212682,0.7322150244358931,0.8302532376212682,0.754630764346477,0.008695618890548065,0.001424780197225855,0.998132465732508,0.5002320484145,0.1429445627190997,0.1307501606375698,1.0,1.0,0.9999609420771003,0.9959224754187205,1.0,1.0
CICIDS,RANDOM_LINF,1,10,3.27043559984304,2.912313499953598,1.6544646346035252,0.8485334750898045,0.818365594098662,0.8485334750898045,0.7952399312111952,0.3030811464975889,0.007422221797943734,0.8603812588825333,0.5308783272905248,0.1769386759025052,0.19404361123341626,1.0,1.0,0.9999609420771003,0.693256600170327,1.0,1.0,0.8319888287437692,0.7957240727942403,0.8319888287437692,0.7573692074447368,0.06768006331197465,0.0005441371607495728,0.9922009889709769,0.5017177162650707,0.14467371425008377,0.13456848869521523,1.0,1.0,0.9995703628481037,0.9831479522052182,1.0,1.0
CICIDS,RANDOM_L2,1,10,3.27043559984304,2.393417399842292,1.848454133781352,0.8485334750898045,0.818365594098662,0.8485334750898045,0.7952399312111952,0.3030811464975889,0.007422221797943734,0.8603812588825333,0.5308783272905248,0.1769386759025052,0.19404361123341626,1.0,1.0,0.9999609420771003,0.693256600170327,1.0,1.0,0.830048933751991,0.7656788099165625,0.830048933751991,0.7562143868581994,0.039919025992945056,0.0026323828434507844,0.9906623286625401,0.5013885085415508,0.14401924956098297,0.1339359823839689,1.0,0.9950819672131147,0.9951568175604422,0.9838963586157062,0.9980153260929489,0.9953379953379954
CICIDS,FGSM,1,15,2.9612659998238087,3.289278600132093,1.702664479491267,0.8461433181725316,0.8135210307547622,0.8461433181725316,0.7932954123742706,0.28764918991402,0.010293261290846085,0.8603577678854579,0.5304859973212036,0.1742855264288807,0.19244244575622924,1.0,1.0,0.9998047103855017,0.693308214405533,1.0,1.0,0.829116673377619,0.7167149697108781,0.829116673377619,0.7540901337022653,0.0011527413757657326,0.002792282798583334,0.9976626457910006,0.5000742716752262,0.14287343702009073,0.13064242399487708,1.0,1.0,0.9998047103855017,0.9951740690082325,0.9996140911847401,1.0
CICIDS,RANDOM_LINF,1,15,2.9612659998238087,2.235417200019583,1.428936965313965,0.8461433181725316,0.8135210307547622,0.8461433181725316,0.7932954123742706,0.28764918991402,0.010293261290846085,0.8603577678854579,0.5304859973212036,0.1742855264288807,0.19244244575622924,1.0,1.0,0.9998047103855017,0.693308214405533,1.0,1.0,0.831853948519392,0.7888768636775643,0.831853948519392,0.7588361260294605,0.07557513383202508,0.0017016219105896728,0.9866806046582647,0.5027778925907046,0.14561640711006146,0.13768893237633878,1.0,1.0,0.9971097137054251,0.9726960695759891,0.9998897403384972,1.0
CICIDS,RANDOM_L2,1,15,2.9612659998238087,2.1230778999160975,1.903397989887945,0.8461433181725316,0.8135210307547622,0.8461433181725316,0.7932954123742706,0.28764918991402,0.010293261290846085,0.8603577678854579,0.5304859973212036,0.1742855264288807,0.19244244575622924,1.0,1.0,0.9998047103855017,0.693308214405533,1.0,1.0,0.8271093382736522,0.7338285642452022,0.8271093382736522,0.7581655006557199,0.07329159421743639,0.007169245749525073,0.9575987502789556,0.503911197570404,0.14459606168789943,0.1380878269735068,1.0,0.9939890710382514,0.9753544506503145,0.9258045368912746,0.9950383152323722,0.993006993006993
CICIDS,FGSM,1,20,2.935455600032583,4.34524459973909,1.858768503880781,0.8485334750898045,0.818365594098662,0.8485334750898045,0.7952399312111952,0.3030811464975889,0.007422221797943734,0.8603812588825333,0.5308783272905248,0.1769386759025052,0.19404361123341626,1.0,1.0,0.9999609420771003,0.693256600170327,1.0,1.0,0.8299457900509967,0.7333019794998802,0.8299457900509967,0.7551506356867141,0.03447329435526649,0.001794698003875784,0.9884776659345306,0.5007567251356664,0.14313105460276634,0.13083951834299246,1.0,1.0,0.9877358122095067,0.9829931094996,0.9995589613539887,1.0
