Dataset,Attack,Criterion,MaxDepth,MinLeaf,MinSplit,TrainTime_s,InferTime_Adv_s,Acc_Drop_pp,Clean_Acc,Clean_Precision,Clean_Recall,Clean_F1,Clean_MCC,Clean_FAR,Clean_ASR,Clean_AUC,Clean_PR_AUC,Clean_F1_Macro,Clean_Miss_analysis,Clean_Miss_backdoor,Clean_Miss_dos,Clean_Miss_exploits,Clean_Miss_fuzzers,Clean_Miss_generic,Clean_Miss_reconnaissance,Clean_Miss_shellcode,Clean_Miss_worms,Adv_Acc,Adv_Precision,Adv_Recall,Adv_F1,Adv_MCC,Adv_FAR,Adv_ASR,Adv_AUC,Adv_PR_AUC,Adv_F1_Macro,Adv_Miss_analysis,Adv_Miss_backdoor,Adv_Miss_dos,Adv_Miss_exploits,Adv_Miss_fuzzers,Adv_Miss_generic,Adv_Miss_reconnaissance,Adv_Miss_shellcode,Adv_Miss_worms
UNSW-NB15,FGSM,gini,10,1,2,1.960357666015625,0.02058100700378418,55.1243744837973,0.7109872224651411,0.8294580362119837,0.7109872224651411,0.7341359361442318,0.6485374637617778,0.36205405405405405,0.006110473837465808,0.9357768119957495,0.4740140516840552,0.44573011983756744,0.026587887740029542,0.0,0.00293470286133529,0.007905138339920948,0.026064005278785878,0.0,0.0002860411899313501,0.0,0.0,0.15974347762716806,0.3239152129737961,0.15974347762716806,0.18736359101178318,0.026321049963575878,0.7711351351351351,0.10449572046236653,0.5799274088544628,0.13966165881779066,0.06610490483145995,0.019202363367799114,0.032590051457975985,0.09611151870873075,0.24056773266259432,0.07637743319036622,0.05256743150866409,0.039473684210526314,0.09788359788359788,0.09090909090909091
UNSW-NB15,RANDOM_LINF,gini,10,1,2,1.960357666015625,0.025034189224243164,42.907982315503084,0.7109872224651411,0.8294580362119837,0.7109872224651411,0.7341359361442318,0.6485374637617778,0.36205405405405405,0.006110473837465808,0.9357768119957495,0.4740140516840552,0.44573011983756744,0.026587887740029542,0.0,0.00293470286133529,0.007905138339920948,0.026064005278785878,0.0,0.0002860411899313501,0.0,0.0,0.2819073993101103,0.39548287431686135,0.2819073993101103,0.315200588363649,0.10993858776649476,0.6783513513513514,0.16418865260742962,0.5551781690078241,0.11782293029737709,0.12870958976143815,0.13737075332348597,0.12864493996569468,0.1408657373440939,0.23751347466762487,0.08726492906631475,0.17100312649038207,0.07580091533180779,0.0873015873015873,0.022727272727272728
UNSW-NB15,RANDOM_L2,gini,10,1,2,1.960357666015625,0.025073528289794922,43.10717582470971,0.7109872224651411,0.8294580362119837,0.7109872224651411,0.7341359361442318,0.6485374637617778,0.36205405405405405,0.006110473837465808,0.9357768119957495,0.4740140516840552,0.44573011983756744,0.026587887740029542,0.0,0.00293470286133529,0.007905138339920948,0.026064005278785878,0.0,0.0002860411899313501,0.0,0.0,0.27991546421804403,0.39772086480315566,0.27991546421804403,0.3144848078874407,0.1086623357940062,0.6779189189189189,0.15869584399541162,0.547785775981768,0.11745448630570024,0.12696889061046363,0.16100443131462333,0.11149228130360206,0.1359745659085351,0.22655407833273447,0.08479049818541735,0.16591595569922102,0.07580091533180779,0.07936507936507936,0.045454545454545456
