Dataset,Attack,Criterion,MaxDepth,MinLeaf,MinSplit,TrainTime_s,InferTime_Adv_s,Acc_Drop_pp,Clean_Acc,Clean_Precision,Clean_Recall,Clean_F1,Clean_MCC,Clean_FAR,Clean_ASR,Clean_AUC,Clean_PR_AUC,Clean_Miss_Attack,Adv_Acc,Adv_Precision,Adv_Recall,Adv_F1,Adv_MCC,Adv_FAR,Adv_ASR,Adv_AUC,Adv_PR_AUC,Adv_Miss_Attack
UNSW-NB15,FGSM,gini,10,1,2,2.244658946990967,0.017456531524658203,44.63877957537775,0.8423942088130982,0.7861033494853747,0.9805656048707315,0.8726319715738432,0.701086152075429,0.3268918918918919,0.01943439512926851,0.971585488504034,0.977030743063939,0.01943439512926851,0.39600641305932077,0.44981506004840405,0.4345936645195447,0.44207337596768764,-0.21600616161519712,0.6512702702702703,0.5654063354804553,0.38912462379656637,0.5978045745041743,0.5654063354804553
UNSW-NB15,RANDOM_LINF,gini,10,1,2,2.244658946990967,0.01996302604675293,24.17286109896517,0.8423942088130982,0.7861033494853747,0.9805656048707315,0.8726319715738432,0.701086152075429,0.3268918918918919,0.01943439512926851,0.971585488504034,0.977030743063939,0.01943439512926851,0.6006655978234465,0.6495078031212485,0.5967528456719315,0.6220137499712585,0.20118807323931087,0.39454054054054055,0.40324715432806846,0.6210117714114007,0.6866233684246075,0.40324715432806846
UNSW-NB15,RANDOM_L2,gini,10,1,2,2.244658946990967,0.020152568817138672,24.718214060146725,0.8423942088130982,0.7861033494853747,0.9805656048707315,0.8726319715738432,0.701086152075429,0.3268918918918919,0.01943439512926851,0.971585488504034,0.977030743063939,0.01943439512926851,0.595212068211631,0.6450825417542841,0.5887452572134475,0.6156277031313073,0.19089771096087738,0.3968648648648649,0.41125474278655255,0.6145484187531748,0.6821842855788133,0.41125474278655255
