Dataset,Attack,Resolution,AddressSize,TrainTime_s,InferTime_Adv_s,Acc_Drop_pp,Clean_Acc,Clean_Precision,Clean_Recall,Clean_F1,Clean_MCC,Clean_FAR,Clean_ASR,Clean_AUC,Clean_PR_AUC,Clean_Miss_Attack,Adv_Acc,Adv_Precision,Adv_Recall,Adv_F1,Adv_MCC,Adv_FAR,Adv_ASR,Adv_AUC,Adv_PR_AUC,Adv_Miss_Attack
UNSW-NB15,FGSM,1,5,0.3050854206085205,0.2359600067138672,61.047952193557784,0.7687047563523296,0.7259009744444636,0.9317479925880173,0.8160434316405684,0.5470777445664272,0.43105405405405406,0.0682520074119827,0.7503469692669816,0.8476142614883533,0.0682520074119827,0.15822523441675168,0.04237773450922002,0.024486014294538075,0.031038098566934638,-0.6978777379629849,0.6779189189189189,0.9755139857054619,0.1732835476878096,0.30199087940600866,0.9755139857054619
UNSW-NB15,RANDOM_LINF,1,5,0.3050854206085205,0.28784918785095215,21.39022494291406,0.7687047563523296,0.7259009744444636,0.9317479925880173,0.8160434316405684,0.5470777445664272,0.43105405405405406,0.0682520074119827,0.7503469692669816,0.8476142614883533,0.0682520074119827,0.554802506923189,0.5557396844971996,0.9543148327891997,0.7024257972332273,0.04303156593175903,0.9346756756756757,0.04568516721080032,0.5098195785567621,0.7676043853982888,0.04568516721080032
UNSW-NB15,RANDOM_L2,1,5,0.3050854206085205,0.2995619773864746,21.452169265899045,0.7687047563523296,0.7259009744444636,0.9317479925880173,0.8160434316405684,0.5470777445664272,0.43105405405405406,0.0682520074119827,0.7503469692669816,0.8476142614883533,0.0682520074119827,0.5541830636933391,0.5553388841135644,0.9548883790699726,0.7022607256710388,0.040165711527563645,0.9367567567567567,0.04511162093002735,0.509065811156608,0.7675328610529744,0.04511162093002735
UNSW-NB15,FGSM,1,10,0.2948629856109619,0.2275090217590332,62.183598114949234,0.7970048097944906,0.7471885850507005,0.9541604164828378,0.8380852733455402,0.6081971889179721,0.39554054054054055,0.04583958351716227,0.7793099379711486,0.86329413833175,0.04583958351716227,0.1751688286449983,0.07804440457501682,0.04606017824053649,0.057930804871958494,-0.6591149862699108,0.6666486486486487,0.9539398217594636,0.1897057647959439,0.3246719289727575,0.9539398217594636
UNSW-NB15,RANDOM_LINF,1,10,0.2948629856109619,0.25228238105773926,25.047369188164993,0.7970048097944906,0.7471885850507005,0.9541604164828378,0.8380852733455402,0.6081971889179721,0.39554054054054055,0.04583958351716227,0.7793099379711486,0.86329413833175,0.04583958351716227,0.5465311179128407,0.5536632175115084,0.9100414718079943,0.6884674115300852,0.01900731949378982,0.8988378378378379,0.08995852819200564,0.5056018169850782,0.756617927908063,0.08995852819200564
UNSW-NB15,RANDOM_L2,1,10,0.2948629856109619,0.22309422492980957,25.07530486323666,0.7970048097944906,0.7471885850507005,0.9541604164828378,0.8380852733455402,0.6081971889179721,0.39554054054054055,0.04583958351716227,0.7793099379711486,0.86329413833175,0.04583958351716227,0.546251761162124,0.5534923659001261,0.9100414718079943,0.6883353077603324,0.01797640053589509,0.8994594594594595,0.08995852819200564,0.5052910061742675,0.756532502102372,0.08995852819200564
UNSW-NB15,FGSM,1,15,0.2828867435455322,0.21179771423339844,24.78380216683671,0.7590730214254482,0.7473706679085652,0.8496205770757963,0.7952222658105011,0.5116952327588428,0.35186486486486485,0.15037942292420364,0.7488778561054659,0.8398950783538142,0.15037942292420364,0.5112349997570811,0.5332984498659167,0.8993205682520075,0.6695517215894627,-0.1253366686516582,0.9642432432432433,0.10067943174799258,0.4675386625043821,0.7440265571083232,0.10067943174799258
UNSW-NB15,RANDOM_LINF,1,15,0.2828867435455322,0.17116069793701172,20.841228198027494,0.7590730214254482,0.7473706679085652,0.8496205770757963,0.7952222658105011,0.5116952327588428,0.35186486486486485,0.15037942292420364,0.7488778561054659,0.8398950783538142,0.15037942292420364,0.5506607394451732,0.550920440247731,0.9948822024177182,0.7091473721451315,0.00851053102729724,0.9935945945945946,0.005117797582281832,0.5006438039115618,0.7743102510319909,0.005117797582281832
UNSW-NB15,RANDOM_L2,1,15,0.2828867435455322,0.1814737319946289,20.846086576300827,0.7590730214254482,0.7473706679085652,0.8496205770757963,0.7952222658105011,0.5116952327588428,0.35186486486486485,0.15037942292420364,0.7488778561054659,0.8398950783538142,0.15037942292420364,0.5506121556624399,0.5509022271633294,0.9947277861113563,0.7090930534261116,0.007942083325207414,0.9935135135135135,0.005272213888643784,0.5006071362989214,0.7742664471465008,0.005272213888643784
UNSW-NB15,FGSM,1,20,0.28025269508361816,0.718071699142456,56.19807608220376,0.7857819559830929,0.7573262966197759,0.8990117356392835,0.8221090322255282,0.5708703970193034,0.35294594594594597,0.10098826436071649,0.7730328948466687,0.8559710857986741,0.10098826436071649,0.22380119516105523,0.20673866363521537,0.1444233653930998,0.17005194805194807,-0.5465240812743754,0.6789459459459459,0.8555766346069003,0.2327387097235769,0.4111212661781522,0.8555766346069003
UNSW-NB15,RANDOM_LINF,1,20,0.28025269508361816,0.17102837562561035,23.52305300490697,0.7857819559830929,0.7573262966197759,0.8990117356392835,0.8221090322255282,0.5708703970193034,0.35294594594594597,0.10098826436071649,0.7730328948466687,0.8559710857986741,0.10098826436071649,0.5505514259340232,0.5505916944086701,0.9996691079149387,0.7100863379244425,-0.0009405302797384764,0.9997027027027027,0.00033089208506132534,0.499983202606118,0.7752214957544293,0.00033089208506132534
UNSW-NB15,RANDOM_L2,1,20,0.28025269508361816,0.17059850692749023,23.521838410338635,0.7857819559830929,0.7573262966197759,0.8990117356392835,0.8221090322255282,0.5708703970193034,0.35294594594594597,0.10098826436071649,0.7730328948466687,0.8559710857986741,0.10098826436071649,0.5505635718797065,0.5505922371378242,0.9997794052766258,0.7101146129560428,-0.0010872903534975245,0.9998108108108108,0.0002205947233742169,0.4999842972329075,0.7752465509356417,0.0002205947233742169
UNSW-NB15,FGSM,2,5,0.5580334663391113,0.4235661029815674,60.898557061652824,0.7729072535587621,0.7392952760857456,0.907614929850878,0.8148536911422488,0.5478805529300566,0.39213513513513515,0.09238507014912203,0.7577398973578714,0.8488887132292068,0.09238507014912203,0.1639216829422339,0.04003913894324853,0.022566840201182388,0.028864874015970203,-0.6884985031357196,0.6628918918918919,0.9774331597988176,0.17983747415464527,0.30039034321357,0.9774331597988176
UNSW-NB15,RANDOM_LINF,2,5,0.5580334663391113,0.5623140335083008,22.23072438420055,0.7729072535587621,0.7392952760857456,0.907614929850878,0.8148536911422488,0.5478805529300566,0.39213513513513515,0.09238507014912203,0.7577398973578714,0.8488887132292068,0.09238507014912203,0.5506000097167566,0.5506000097167566,1.0,0.710176713873919,0.0,1.0,0.0,0.5,0.7753000048583782,0.0
UNSW-NB15,RANDOM_L2,2,5,0.5580334663391113,0.6975736618041992,22.23072438420055,0.7729072535587621,0.7392952760857456,0.907614929850878,0.8148536911422488,0.5478805529300566,0.39213513513513515,0.09238507014912203,0.7577398973578714,0.8488887132292068,0.09238507014912203,0.5506000097167566,0.5506000097167566,1.0,0.710176713873919,0.0,1.0,0.0,0.5,0.7753000048583782,0.0
UNSW-NB15,FGSM,2,10,0.530266284942627,0.3732891082763672,65.37069426225526,0.813535441869504,0.766176575040841,0.9518221124150711,0.8489689910278608,0.6376209084266985,0.3558918918918919,0.04817788758492897,0.7979651102615897,0.8722627164141533,0.04817788758492897,0.15982849924695136,0.027994456543258762,0.015596046942557134,0.020032017226968138,-0.69884763659189,0.6634594594594595,0.9844039530574429,0.1760682937415488,0.2928016648022288,0.9844039530574429
UNSW-NB15,RANDOM_LINF,2,10,0.530266284942627,0.43222475051879883,25.370451343341593,0.813535441869504,0.766176575040841,0.9518221124150711,0.8489689910278608,0.6376209084266985,0.3558918918918919,0.04817788758492897,0.7979651102615897,0.8722627164141533,0.04817788758492897,0.5598309284360881,0.5585930451370092,0.9560354716315186,0.7051692998584422,0.06496881042020143,0.9255945945945946,0.04396452836848143,0.515220438518462,0.7694176932577032,0.04396452836848143
UNSW-NB15,RANDOM_L2,2,10,0.530266284942627,0.4370908737182617,25.62794539182821,0.813535441869504,0.766176575040841,0.9518221124150711,0.8489689910278608,0.6376209084266985,0.3558918918918919,0.04817788758492897,0.7979651102615897,0.8722627164141533,0.04817788758492897,0.5572559879512219,0.5570870191318659,0.9557928174358069,0.7039022646781687,0.05388164369735977,0.931027027027027,0.044207182564193065,0.51238289520439,0.768610155858534,0.044207182564193065
UNSW-NB15,FGSM,2,15,0.5426120758056641,0.3556666374206543,59.08759656026818,0.8233493659816353,0.784747142170101,0.9358731139151152,0.8536732599553293,0.6509345996961913,0.31451351351351353,0.06412688608488484,0.8106798002008008,0.8779642600933295,0.06412688608488484,0.2324734003789535,0.25893532015980997,0.21159445866054885,0.23288336408662716,-0.5302938426628785,0.741945945945946,0.7884055413394512,0.23482425635730145,0.4523129387713027,0.7884055413394512
UNSW-NB15,RANDOM_LINF,2,15,0.5426120758056641,0.4982907772064209,27.96482534130107,0.8233493659816353,0.784747142170101,0.9358731139151152,0.8536732599553293,0.6509345996961913,0.31451351351351353,0.06412688608488484,0.8106798002008008,0.8779642600933295,0.06412688608488484,0.5437011125686246,0.5563131020076593,0.8459807641401218,0.6712290405012777,0.02605385991117805,0.8266486486486486,0.15401923585987823,0.5096660577457366,0.7435484294543988,0.15401923585987823
UNSW-NB15,RANDOM_L2,2,15,0.5426120758056641,0.5281920433044434,28.10450371665938,0.8233493659816353,0.784747142170101,0.9358731139151152,0.8536732599553293,0.6509345996961913,0.31451351351351353,0.06412688608488484,0.8106798002008008,0.8779642600933295,0.06412688608488484,0.5423043288150415,0.555735291974526,0.8412159181152387,0.6693052276855842,0.0230932808331035,0.8239189189189189,0.1587840818847613,0.5086484995981599,0.7421888635591902,0.1587840818847613
UNSW-NB15,FGSM,2,20,0.5179135799407959,0.4050779342651367,59.966963027741336,0.8203007336151192,0.7677979479084451,0.9656754610429719,0.855442758458968,0.6552537349431193,0.3578108108108108,0.034324538957028146,0.8039323251160806,0.8761862502173399,0.034324538957028146,0.22063110333770589,0.3071804426608792,0.3309582634783376,0.31862635787327576,-0.590947724937674,0.9145405405405406,0.6690417365216624,0.20820886146889853,0.5032565463844799,0.6690417365216624
UNSW-NB15,RANDOM_LINF,2,20,0.5179135799407959,0.4467954635620117,27.245785356847886,0.8203007336151192,0.7677979479084451,0.9656754610429719,0.855442758458968,0.6552537349431193,0.3578108108108108,0.034324538957028146,0.8039323251160806,0.8761862502173399,0.034324538957028146,0.5478428800466404,0.555734345559819,0.8913791582105356,0.6846318714366798,0.028375242889683117,0.873054054054054,0.10862084178946439,0.5091625520782408,0.753460070157538,0.10862084178946439
UNSW-NB15,RANDOM_L2,2,20,0.5179135799407959,0.3535637855529785,27.119467521741235,0.8203007336151192,0.7677979479084451,0.9656754610429719,0.855442758458968,0.6552537349431193,0.3578108108108108,0.034324538957028146,0.8039323251160806,0.8761862502173399,0.034324538957028146,0.5491060583977069,0.5567209761894891,0.8886879025853701,0.6845830324142912,0.033152619385861705,0.866945945945946,0.11131209741462984,0.5108709783197121,0.7533486603464735,0.11131209741462984
UNSW-NB15,FGSM,4,5,1.188917636871338,0.8203506469726562,60.85361706262449,0.7689476752659962,0.72207309867477,0.9435277508162004,0.8180783612420744,0.5520427923013016,0.44494594594594594,0.056472249183799526,0.7492909024351272,0.8483472352201488,0.056472249183799526,0.16041150463975126,0.029801193628710327,0.016632842142415952,0.02134979400563476,-0.6973466220929987,0.6634324324324324,0.983367157857584,0.17660020485499175,0.2939380012213257,0.983367157857584
UNSW-NB15,RANDOM_LINF,4,5,1.188917636871338,1.1010651588439941,21.834766554923956,0.7689476752659962,0.72207309867477,0.9435277508162004,0.8180783612420744,0.5520427923013016,0.44494594594594594,0.056472249183799526,0.7492909024351272,0.8483472352201488,0.056472249183799526,0.5506000097167566,0.5506000097167566,1.0,0.710176713873919,0.0,1.0,0.0,0.5,0.7753000048583782,0.0
UNSW-NB15,RANDOM_L2,4,5,1.188917636871338,1.0820262432098389,21.834766554923956,0.7689476752659962,0.72207309867477,0.9435277508162004,0.8180783612420744,0.5520427923013016,0.44494594594594594,0.056472249183799526,0.7492909024351272,0.8483472352201488,0.056472249183799526,0.5506000097167566,0.5506000097167566,1.0,0.710176713873919,0.0,1.0,0.0,0.5,0.7753000048583782,0.0
UNSW-NB15,FGSM,4,10,1.0390517711639404,0.6940402984619141,63.13584025652238,0.7979279016664238,0.758872670191076,0.9277993470396189,0.834876681058012,0.6008884602974307,0.3611891891891892,0.07220065296038118,0.7833050789252148,0.8632128487261184,0.07220065296038118,0.16656949910120003,0.060143558745749906,0.03511867996117533,0.04434416868610902,-0.6787104638732816,0.6723783783783783,0.9648813200388247,0.1813701507913985,0.3132629514479095,0.9648813200388247
UNSW-NB15,RANDOM_LINF,4,10,1.0390517711639404,0.8063914775848389,24.759510275470053,0.7979279016664238,0.758872670191076,0.9277993470396189,0.834876681058012,0.6008884602974307,0.3611891891891892,0.07220065296038118,0.7833050789252148,0.8632128487261184,0.07220065296038118,0.5503327989117233,0.5506188782223088,0.997021971234448,0.7094399447479124,0.0006900908716513513,0.996945945945946,0.002978028765551928,0.500038012644251,0.7746402760620033,0.002978028765551928
UNSW-NB15,RANDOM_L2,4,10,1.0390517711639404,0.8087830543518066,24.768012437448384,0.7979279016664238,0.758872670191076,0.9277993470396189,0.834876681058012,0.6008884602974307,0.3611891891891892,0.07220065296038118,0.7833050789252148,0.8632128487261184,0.07220065296038118,0.55024777729194,0.5505953469099241,0.9966028412600371,0.7093142834713664,-0.00016075256744707317,0.9966216216216216,0.0033971587399629403,0.49999060981920773,0.774534331902597,0.0033971587399629403
