Dataset,Attack,Resolution,AddressSize,TrainTime_s,InferTime_Adv_s,Acc_Drop_pp,Clean_Acc,Clean_Precision,Clean_Recall,Clean_F1,Clean_MCC,Clean_FAR,Clean_ASR,Clean_AUC,Clean_PR_AUC,Clean_Miss_Attack,Adv_Acc,Adv_Precision,Adv_Recall,Adv_F1,Adv_MCC,Adv_FAR,Adv_ASR,Adv_AUC,Adv_PR_AUC,Adv_Miss_Attack
CICIDS,FGSM,1,5,3.1092934999614954,1.2547754000406712,5.372001642365087,0.9071706691050896,0.9241321326636723,0.49058598292204514,0.6409280628529339,0.6326268499172192,0.008183536509694233,0.5094140170779549,0.7412012232061754,0.7503729564065676,0.5094140170779549,0.8534506526814387,0.912670479542455,0.14619622029857057,0.2520222318960892,0.33104434067995114,0.002842400694968163,0.8538037797014294,0.5716769098018012,0.6015268298501371,0.8538037797014294
CICIDS,RANDOM_LINF,1,5,3.1092934999614954,0.9166303998790681,7.908344920470256,0.9071706691050896,0.9241321326636723,0.49058598292204514,0.6409280628529339,0.6326268499172192,0.008183536509694233,0.5094140170779549,0.7412012232061754,0.7503729564065676,0.5094140170779549,0.828087219900387,0.28009192760700946,0.011451861074243296,0.022004062288422478,0.024752916605650314,0.0059807356352562695,0.9885481389257567,0.5027355627194936,0.22924291790301143,0.9885481389257567
CICIDS,RANDOM_L2,1,5,3.1092934999614954,0.8846442999783903,7.942461683106849,0.9071706691050896,0.9241321326636723,0.49058598292204514,0.6409280628529339,0.6326268499172192,0.008183536509694233,0.5094140170779549,0.7412012232061754,0.7503729564065676,0.5094140170779549,0.8277460522740211,0.2262937962070074,0.008268830970530544,0.015954674220963173,0.012076567691229402,0.005744465552299218,0.9917311690294695,0.5012621827091157,0.2010211058335528,0.9917311690294695
CICIDS,FGSM,1,10,2.948165100067854,1.4545742999762297,22.963358200221762,0.9132462298001988,0.9248101785347835,0.5293226370993317,0.6732850772023397,0.6600225842486086,0.008744379635905415,0.4706773629006683,0.7602891287317131,0.766809460989619,0.4706773629006683,0.6836126477979811,0.14375634712295696,0.1762412055579699,0.15834991056211317,-0.03426055334878193,0.213294607314349,0.82375879444203,0.4814732991218104,0.2295553179321691,0.82375879444203
CICIDS,RANDOM_LINF,1,10,2.948165100067854,1.1720290998928249,9.37338218113224,0.9132462298001988,0.9248101785347835,0.5293226370993317,0.6732850772023397,0.6600225842486086,0.008744379635905415,0.4706773629006683,0.7602891287317131,0.766809460989619,0.4706773629006683,0.8195124079888764,0.19868231418571133,0.022668812177732884,0.04069454840648161,0.01115154643008096,0.018577033593309977,0.9773311878222671,0.5020458892922115,0.1931994498743995,0.9773311878222671
CICIDS,RANDOM_L2,1,10,2.948165100067854,1.1641507996246219,9.398374693296251,0.9132462298001988,0.9248101785347835,0.5293226370993317,0.6732850772023397,0.6600225842486086,0.008744379635905415,0.4706773629006683,0.7602891287317131,0.766809460989619,0.4706773629006683,0.8192624828672362,0.1764069264069264,0.019145162616427253,0.03454158234352981,0.0027466571686316703,0.018161771023264252,0.9808548373835727,0.5004916957965815,0.18059746111106864,0.9808548373835727
CICIDS,FGSM,1,15,2.5996059000026435,1.3964407998137176,7.366245430436513,0.9446991080053396,0.9512064427668595,0.7088995642420043,0.8123696076451982,0.7923573217166275,0.007388809867020515,0.29110043575799577,0.850755377187492,0.854632940864469,0.29110043575799577,0.8710366537009745,0.9124374846273674,0.26143130645180235,0.4064163311513425,0.4475389829993012,0.005097706032285472,0.7385686935481977,0.6281668002097586,0.6492976557532906,0.7385686935481977
CICIDS,RANDOM_LINF,1,15,2.5996059000026435,1.1893222001381218,13.176012742214137,0.9446991080053396,0.9512064427668595,0.7088995642420043,0.8123696076451982,0.7923573217166275,0.007388809867020515,0.29110043575799577,0.850755377187492,0.854632940864469,0.29110043575799577,0.8129389805831982,0.2810260819719117,0.0690987678972034,0.11092360921252345,0.06230713268000573,0.035920212308955354,0.9309012321027966,0.5165892777941241,0.25366585922309415,0.9309012321027966
CICIDS,RANDOM_L2,1,15,2.5996059000026435,1.1567406002432108,13.443591304986002,0.9446991080053396,0.9512064427668595,0.7088995642420043,0.8123696076451982,0.7923573217166275,0.007388809867020515,0.29110043575799577,0.850755377187492,0.854632940864469,0.29110043575799577,0.8102631949554796,0.2234842509333754,0.049918368785163085,0.08160835669572564,0.02885902212119415,0.035242427424512904,0.9500816312148369,0.507337970680325,0.2169242986066882,0.9500816312148369
CICIDS,FGSM,1,20,2.5197169000748545,1.5422439998947084,11.248614006517887,0.948684025222602,0.8474009988042485,0.8490233617965914,0.8482114045329469,0.8173345431022928,0.03106593605911048,0.15097663820340854,0.9089787128687405,0.8609603450367788,0.15097663820340854,0.8361978851574231,0.5294036507425629,0.27047534032582016,0.3580307376571282,0.29571231522735925,0.04885301614273577,0.7295246596741799,0.6108111620915423,0.46153909565399687,0.7295246596741799
CICIDS,RANDOM_LINF,1,20,2.5197169000748545,1.2904845001176,12.831671463509942,0.948684025222602,0.8474009988042485,0.8490233617965914,0.8482114045329469,0.8173345431022928,0.03106593605911048,0.15097663820340854,0.9089787128687405,0.8609603450367788,0.15097663820340854,0.8203673105875026,0.25103296299697,0.03211219300203197,0.05694053941476622,0.03258543188663404,0.019467222895764323,0.9678878069979681,0.5063224850531339,0.22329908454218364,0.9678878069979681
CICIDS,RANDOM_L2,1,20,2.5197169000748545,1.266099400119856,12.893160977564266,0.948684025222602,0.8474009988042485,0.8490233617965914,0.8482114045329469,0.8173345431022928,0.03106593605911048,0.15097663820340854,0.9089787128687405,0.8609603450367788,0.15097663820340854,0.8197524154469593,0.20948616600790515,0.024277945477395788,0.043513041281603264,0.015315185925023074,0.018615218657222227,0.9757220545226042,0.5028313634100867,0.1992700704445949,0.9757220545226042
CICIDS,FGSM,2,5,7.849302599905059,1.0366372000426054,7.896642077472816,0.9265398660322006,0.9411592076302274,0.6026850209657149,0.7348183790518334,0.7178100376637109,0.00765610531440627,0.3973149790342851,0.7975144578256542,0.8054705948127375,0.3973149790342851,0.8475734452574725,0.8116497557309282,0.12683963870846499,0.2193937670147495,0.28247244139044386,0.0059807356352562695,0.8731603612915351,0.5604294515366044,0.542972608103539,0.8731603612915351
CICIDS,RANDOM_LINF,2,5,7.849302599905059,0.8847050997428596,9.708004149550431,0.9265398660322006,0.9411592076302274,0.6026850209657149,0.7348183790518334,0.7178100376637109,0.00765610531440627,0.3973149790342851,0.7975144578256542,0.8054705948127375,0.3973149790342851,0.8294598245366963,0.3014671083767156,0.007481882568505621,0.014601384495484345,0.022960376860704495,0.0035225721459051294,0.9925181174314944,0.5019796552113003,0.2382807360632273,0.9925181174314944
CICIDS,RANDOM_L2,2,5,7.849302599905059,0.8568628998473287,9.75719576079388,0.9265398660322006,0.9411592076302274,0.6026850209657149,0.7348183790518334,0.7178100376637109,0.00765610531440627,0.3973149790342851,0.7975144578256542,0.8054705948127375,0.3973149790342851,0.8289679084242618,0.23000496770988574,0.005438165822948355,0.010625114742059849,0.010330957988823206,0.0036991780664992887,0.9945618341770517,0.5008694938782244,0.20170037470292812,0.9945618341770517
CICIDS,FGSM,2,10,6.95964779984206,0.9467142000794411,9.50826240550946,0.9667500411583038,0.9881628923094496,0.8128472263005203,0.8919721858828533,0.8783552686106859,0.0019784636239534906,0.18715277369947966,0.9054343813382834,0.9163078644169456,0.18715277369947966,0.8716674171032092,0.9642500227128191,0.24932169745944865,0.3961998264164326,0.453647777799667,0.0018782278311838324,0.7506783025405513,0.6237217348141323,0.6701716314125816,0.7506783025405513
CICIDS,RANDOM_LINF,2,10,6.95964779984206,0.8724225002806634,14.22867355216989,0.9667500411583038,0.9881628923094496,0.8128472263005203,0.8919721858828533,0.8783552686106859,0.0019784636239534906,0.18715277369947966,0.9054343813382834,0.9163078644169456,0.18715277369947966,0.8244633056366049,0.3318646104546365,0.03892458215388952,0.06967674113009198,0.061844374235005314,0.015923171651408552,0.9610754178461105,0.5115007052512405,0.26654587836063104,0.9610754178461105
CICIDS,RANDOM_L2,2,10,6.95964779984206,0.8716438000556082,14.447060503698294,0.9667500411583038,0.9881628923094496,0.8128472263005203,0.8919721858828533,0.8783552686106859,0.0019784636239534906,0.18715277369947966,0.9054343813382834,0.9163078644169456,0.18715277369947966,0.8222794361213208,0.2524153248195447,0.026697518176158987,0.04828772943575799,0.03007110286130294,0.01606636564107949,0.973302481823841,0.5053155762675399,0.22174013233051904,0.973302481823841
CICIDS,FGSM,2,15,6.034292500000447,1.280180100351572,12.634706665264972,0.9724606318345099,0.9887643532300769,0.8465450616051399,0.9121443758226182,0.8997299590831064,0.001954597959008334,0.15345493839486016,0.9222952318230658,0.930612134855023,0.15345493839486016,0.8461135651818602,0.618000687049124,0.23243167056225703,0.3378115397746671,0.31220274170371737,0.02919248136091568,0.767568329437743,0.6016195946006707,0.49002811015165637,0.767568329437743
CICIDS,RANDOM_LINF,2,15,6.034292500000447,1.1122739999555051,17.250387284761914,0.9724606318345099,0.9887643532300769,0.8465450616051399,0.9121443758226182,0.8997299590831064,0.001954597959008334,0.15345493839486016,0.9222952318230658,0.930612134855023,0.15345493839486016,0.7999567589868908,0.24944988359855855,0.09187328956177546,0.1342878725449801,0.055387115403192404,0.0561678424484263,0.9081267104382246,0.5178527235566747,0.24734198590497247,0.9081267104382246
CICIDS,RANDOM_L2,2,15,6.034292500000447,1.1045963997021317,17.431880527857725,0.9724606318345099,0.9887643532300769,0.8465450616051399,0.9121443758226182,0.8997299590831064,0.001954597959008334,0.15345493839486016,0.9222952318230658,0.930612134855023,0.15345493839486016,0.7981418265559327,0.21834135104004337,0.0756997380753826,0.11242226815632714,0.032926744910367955,0.05506524872796006,0.9243002619246173,0.5103172446737112,0.22506660615433782,0.9243002619246173
CICIDS,FGSM,2,20,6.797387799946591,1.2412201000843197,27.68396770015333,0.9799345830911771,0.9920121719284899,0.8883355454022246,0.9373156524972116,0.9274123938314395,0.001453418995160043,0.11166445459777541,0.9434410632035323,0.9496025814091384,0.11166445459777541,0.7030949060896438,0.2250085207907294,0.3101633798846592,0.26081116449957775,0.08253147596416995,0.21706538237568376,0.6898366201153407,0.5465489987544878,0.3258343719415392,0.6898366201153407
CICIDS,RANDOM_LINF,2,20,6.797387799946591,1.2602777995634824,16.407782588946574,0.9799345830911771,0.9920121719284899,0.8883355454022246,0.9373156524972116,0.9274123938314395,0.001453418995160043,0.11166445459777541,0.9434410632035323,0.9496025814091384,0.11166445459777541,0.8158567572017114,0.2873404431673758,0.061076592395964246,0.10074005191987291,0.061014381197846586,0.0307795480797686,0.9389234076040357,0.5151485221580978,0.25348932849115985,0.9389234076040357
CICIDS,RANDOM_L2,2,20,6.797387799946591,1.2496144999749959,16.461933031968602,0.9799345830911771,0.9920121719284899,0.8883355454022246,0.9373156524972116,0.9274123938314395,0.001453418995160043,0.11166445459777541,0.9434410632035323,0.9496025814091384,0.11166445459777541,0.8153152527714911,0.2545577728504558,0.04854414545625389,0.08153884093711468,0.04171949602331725,0.028884614283123156,0.9514558545437461,0.5098297655865653,0.23188998456439242,0.9514558545437461
CICIDS,FGSM,4,5,20.88047769991681,1.0635612001642585,7.495968469764014,0.9389250442823678,0.9946663268649653,0.6417857855976697,0.7801789067129282,0.770806637779806,0.0006992639828930913,0.3582142144023303,0.8205432608073883,0.8484729465479093,0.3582142144023303,0.8639653595847276,0.9894176766183861,0.19657266352670338,0.3279832245673859,0.4080844962210666,0.000427195402518305,0.8034273364732966,0.5980727340620925,0.660834964102508,0.8034273364732966
CICIDS,RANDOM_LINF,4,5,20.88047769991681,0.8910799997393042,10.968340834392876,0.9389250442823678,0.9946663268649653,0.6417857855976697,0.7801789067129282,0.770806637779806,0.0006992639828930913,0.3582142144023303,0.8205432608073883,0.8484729465479093,0.3582142144023303,0.829241635938439,0.2323745064861816,0.004839145397526398,0.009480854197349042,0.010068986538096616,0.0032481169990358273,0.9951608546024736,0.5007955141992454,0.20263621396250653,0.9951608546024736
CICIDS,RANDOM_L2,4,5,20.88047769991681,0.8863683997187763,10.948505507278572,0.9389250442823678,0.9946663268649653,0.6417857855976697,0.7801789067129282,0.770806637779806,0.0006992639828930913,0.3582142144023303,0.8205432608073883,0.8484729465479093,0.3582142144023303,0.8294399892095821,0.24288310115081768,0.004709944913611859,0.009240695932711141,0.01132301484669098,0.0029832081181445876,0.9952900550863881,0.5008633683977337,0.20783682048278018,0.9952900550863881
CICIDS,FGSM,4,10,17.096564100123942,0.9554417999461293,9.63005131399125,0.9716652352172266,0.9911820979951751,0.8396856904591316,0.9091660572918323,0.8968258747693577,0.0015178562905119662,0.16031430954086845,0.9190839170843098,0.9289705132163053,0.16031430954086845,0.8753647220773141,0.9473325310870437,0.27739343896451685,0.42913081794147306,0.4739262019608842,0.003133561807299075,0.7226065610354832,0.6371299385786088,0.6733784347620696,0.7226065610354832
