Dataset,Attack,Resolution,AddressSize,TrainTime_s,InferTime_Adv_s,Acc_Drop_pp,Clean_Acc,Clean_Precision,Clean_Recall,Clean_F1,Clean_MCC,Clean_FAR,Clean_ASR,Clean_AUC,Clean_PR_AUC,Clean_F1_Macro,Clean_Miss_ddos,Clean_Miss_dos,Clean_Miss_reconnaissance,Clean_Miss_theft,Adv_Acc,Adv_Precision,Adv_Recall,Adv_F1,Adv_MCC,Adv_FAR,Adv_ASR,Adv_AUC,Adv_PR_AUC,Adv_F1_Macro,Adv_Miss_ddos,Adv_Miss_dos,Adv_Miss_reconnaissance,Adv_Miss_theft
Bot-IoT,FGSM,1,5,0.1849217414855957,56.37694191932678,16.127244311986622,0.7065221341862324,0.7228768921563358,0.7065221341862324,0.6906515078636273,0.4355621995139023,0.2,0.0,0.6802382790855225,0.456103798913878,0.5186337470863502,0.0,0.0,0.0,0.0,0.5452496910663662,0.553696375821471,0.5452496910663661,0.5413574900531514,0.12216814754159906,1.0,1.817504384729328e-05,0.5314753661703426,0.22131348681059643,0.24608031106337172,0.0,0.0,0.0007426661715558856,0.0
Bot-IoT,RANDOM_LINF,1,5,0.1849217414855957,186.48548889160156,18.41517045867558,0.7065221341862324,0.7228768921563358,0.7065221341862324,0.6906515078636273,0.4355621995139023,0.2,0.0,0.6802382790855225,0.456103798913878,0.5186337470863502,0.0,0.0,0.0,0.0,0.5223704295994767,0.5447907329038327,0.5223704295994767,0.5107950476006938,0.09766842249787767,0.9333333333333333,0.0,0.5374581058439056,0.23918913799726377,0.2767595557101299,0.0,0.0,0.0,0.0
Bot-IoT,RANDOM_L2,1,5,0.1849217414855957,109.33657813072205,21.6898669768118,0.7065221341862324,0.7228768921563358,0.7065221341862324,0.6906515078636273,0.4355621995139023,0.2,0.0,0.6802382790855225,0.456103798913878,0.5186337470863502,0.0,0.0,0.0,0.0,0.48962346441811444,0.5183052172103728,0.48962346441811444,0.5023397651967381,0.07131992618439016,0.9333333333333333,0.006324915258858062,0.5338141250743972,0.20948335450805128,0.22482256562854555,0.005555651707367729,0.0073232730794060685,0.004455997029335313,0.0
Bot-IoT,FGSM,1,10,0.13981294631958008,69.26491022109985,50.72054226939014,0.7295740350367086,0.7559522075139413,0.7295740350367086,0.7113198359574051,0.4911422754978941,0.2,0.0,0.6887091106875142,0.46554292011831616,0.526760013435722,0.0,0.0,0.0,0.0,0.2223686123428073,0.2355565769277295,0.2223686123428073,0.22793715087229638,-0.41562238025005527,1.0,0.00045437609618233205,0.40777219429219846,0.17764843304442296,0.09988382208286917,3.461465238235345e-05,0.000948192382182053,0.0003713330857779428,0.0
Bot-IoT,RANDOM_LINF,1,10,0.13981294631958008,73.36022281646729,21.00748709747765,0.7295740350367086,0.7559522075139413,0.7295740350367086,0.7113198359574051,0.4911422754978941,0.2,0.0,0.6887091106875142,0.46554292011831616,0.526760013435722,0.0,0.0,0.0,0.0,0.5194991640619321,0.5625609160444046,0.5194991640619321,0.49033022097711165,0.13003579389180658,0.9333333333333333,0.0057524013776683236,0.6405942155390896,0.4187021129655445,0.43693607678145197,0.004724900050191246,0.007262750161394448,0.0,0.0
Bot-IoT,RANDOM_L2,1,10,0.13981294631958008,58.0696063041687,26.89085556443992,0.7295740350367086,0.7559522075139413,0.7295740350367086,0.7113198359574051,0.4911422754978941,0.2,0.0,0.6887091106875142,0.46554292011831616,0.526760013435722,0.0,0.0,0.0,0.0,0.4606654793923094,0.5215504208790218,0.4606654793923094,0.4654630878773155,0.06366960966939222,0.9333333333333333,0.027771466998664136,0.5246986752509584,0.20771468801006981,0.20725655757595493,0.024334100624794474,0.03318673337637185,0.001856665428889714,0.0
Bot-IoT,FGSM,1,15,0.14405298233032227,6.840853214263916,49.856436723122776,0.7591408010467399,0.7686171005757165,0.7591408010467399,0.7546863867975298,0.5371101920743611,0.26666666666666666,0.0,0.701106380198946,0.46726252028906484,0.5388084849500163,0.0,0.0,0.0,0.0,0.2605764338155121,0.4481949939780226,0.2605764338155121,0.2815651593007433,-0.13524414774473967,1.0,0.0007724393635099645,0.4567689591519182,0.19014408737467373,0.11711113778090732,0.001384586095294138,2.0174306003873465e-05,0.0014853323431117712,0.0
Bot-IoT,RANDOM_LINF,1,15,0.14405298233032227,28.64071011543274,29.166969542778226,0.7591408010467399,0.7686171005757165,0.7591408010467399,0.7546863867975298,0.5371101920743611,0.26666666666666666,0.0,0.701106380198946,0.46726252028906484,0.5388084849500163,0.0,0.0,0.0,0.0,0.4674711056189576,0.5626545498058443,0.4674711056189576,0.49667410585686717,0.11996404902679164,0.9333333333333333,0.0014721785516307558,0.6541083513481059,0.41691253992068394,0.42019684873724283,0.0012980494643382544,0.0017551646223369916,0.0,0.0
Bot-IoT,RANDOM_L2,1,15,0.14405298233032227,32.49628782272339,32.41713309587846,0.7591408010467399,0.7686171005757165,0.7591408010467399,0.7546863867975298,0.5371101920743611,0.26666666666666666,0.0,0.701106380198946,0.46726252028906484,0.5388084849500163,0.0,0.0,0.0,0.0,0.4349694700879552,0.5327621819022491,0.4349694700879552,0.46983021150186155,0.07873254681785043,0.8666666666666667,0.01374033314855372,0.547465555485886,0.21091960987695563,0.20700531371772093,0.011543986569514875,0.016906068431245966,0.0025993316004456,0.0
Bot-IoT,FGSM,1,20,0.14702200889587402,17.902517080307007,40.037798938722105,0.6130242785491022,0.6915113467864707,0.6130242785491022,0.5887956841223604,0.3243825622589722,0.26666666666666666,0.0,0.6489239312844378,0.42175190392242384,0.4731050176313641,0.0,0.0,0.0,0.0,0.21264628916188122,0.436227147861716,0.21264628916188122,0.27895783284951065,-0.0764209122804019,1.0,0.06706591179651221,0.4662946008244016,0.21406148850047613,0.11464798239402962,0.127606916007546,0.0001210458360232408,0.0003713330857779428,0.0
