Dataset,Attack,Resolution,AddressSize,BloomSize,Hash,TrainTime_s,InferTime_Adv_s,Acc_Drop_pp,Clean_Acc,Clean_Precision,Clean_Recall,Clean_F1,Clean_MCC,Clean_FAR,Clean_ASR,Clean_AUC,Clean_PR_AUC,Clean_F1_Macro,Clean_Miss_ddos,Clean_Miss_dos,Clean_Miss_reconnaissance,Clean_Miss_theft,Adv_Acc,Adv_Precision,Adv_Recall,Adv_F1,Adv_MCC,Adv_FAR,Adv_ASR,Adv_AUC,Adv_PR_AUC,Adv_F1_Macro,Adv_Miss_ddos,Adv_Miss_dos,Adv_Miss_reconnaissance,Adv_Miss_theft
Bot-IoT,RANDOM_L2,1,10,2048,2,2.9209201335906982,2.253931760787964,45.57498001017664,0.9627916696954277,0.9646438397622612,0.9627916696954277,0.9585008021345487,0.9289868522897333,0.6666666666666666,0.0,0.9781683808924043,0.5187665289292246,0.5810234307391203,0.0,0.0,0.0,0.0,0.5070418695936614,0.48960673864394194,0.5070418695936614,0.4851024559882719,0.020213926869564174,0.9333333333333333,0.0006543015785025582,0.6251611977305289,0.21109836229284715,0.21547957938156506,0.0005538344381176552,0.0006657520981278244,0.0025993316004456,0.0
Bot-IoT,FGSM,1,10,2048,3,2.9292287826538086,1.386866807937622,78.63360471032928,0.9682525259867704,0.9695596338380364,0.9682525259867704,0.9644425606986196,0.9392823091732541,0.6666666666666666,0.0,0.9821156939960745,0.4879807702727315,0.5909272552237781,0.0,0.0,0.0,0.0,0.1819164788834775,0.17877867470270759,0.1819164788834775,0.18026341186159636,-0.5962981988079333,1.0,0.00017266291654928617,0.35835044350102113,0.1461786975632668,0.07274832103962929,0.00024230256667647415,0.00010087153001936733,0.0,0.0
Bot-IoT,RANDOM_LINF,1,10,2048,3,2.9292287826538086,2.178628921508789,45.11157955949698,0.9682525259867704,0.9695596338380364,0.9682525259867704,0.9644425606986196,0.9392823091732541,0.6666666666666666,0.0,0.9821156939960745,0.4879807702727315,0.5909272552237781,0.0,0.0,0.0,0.0,0.5171367303918005,0.5029172236650471,0.5171367303918005,0.5018401187085723,0.044415194181035816,1.0,0.00022718804809116603,0.7114272833943763,0.21618361088000318,0.22403145139577557,0.0002076879142941207,0.00022191736604260814,0.0007426661715558856,0.0
Bot-IoT,RANDOM_L2,1,10,2048,3,2.9292287826538086,2.1996541023254395,45.369630006542124,0.9682525259867704,0.9695596338380364,0.9682525259867704,0.9644425606986196,0.9392823091732541,0.6666666666666666,0.0,0.9821156939960745,0.4879807702727315,0.5909272552237781,0.0,0.0,0.0,0.0,0.5145562259213491,0.4981823278976996,0.5145562259213491,0.4973278875879868,0.03676665509573333,1.0,0.00018175043847293282,0.6360005182899896,0.21195053983264467,0.21232023655020282,8.653663095588362e-05,0.00022191736604260814,0.0014853323431117712,0.0
Bot-IoT,FGSM,1,15,1024,2,2.5888936519622803,1.7428276538848877,72.70389619829906,0.9663807516173585,0.9683044582731168,0.9663807516173585,0.9637838119691414,0.9360598973943317,0.13333333333333333,0.0,0.9930602772410324,0.5679409281834482,0.6935771873047664,0.0,0.0,0.0,0.0,0.23934178963436795,0.239741934303961,0.23934178963436795,0.2311905032617033,-0.3466075120093103,1.0,0.0003180632673276324,0.4990252443361355,0.15331211645617104,0.09068868714311187,0.0,0.0007061007101355713,0.0,0.0
Bot-IoT,RANDOM_LINF,1,15,1024,2,2.5888936519622803,2.182299852371216,45.815766518863136,0.9663807516173585,0.9683044582731168,0.9663807516173585,0.9637838119691414,0.9360598973943317,0.13333333333333333,0.0,0.9930602772410324,0.5679409281834482,0.6935771873047664,0.0,0.0,0.0,0.0,0.5082230864287272,0.495102677419135,0.5082230864287272,0.4900509236653373,0.03416785214427928,0.9333333333333333,0.0009451022800592506,0.591329008173047,0.2114280450453113,0.22256264066809534,0.0008134443309853061,0.0010692382182052938,0.0014853323431117712,0.0
Bot-IoT,RANDOM_L2,1,15,1024,2,2.5888936519622803,2.297919511795044,45.7685178454605,0.9663807516173585,0.9683044582731168,0.9663807516173585,0.9637838119691414,0.9360598973943317,0.13333333333333333,0.0,0.9930602772410324,0.5679409281834482,0.6935771873047664,0.0,0.0,0.0,0.0,0.5086955731627535,0.49557210450124994,0.5086955731627535,0.4896389389594584,0.034005754945669646,1.0,0.00119046537199771,0.576086605386719,0.2092624291419683,0.21424503903364478,0.0010211322452794269,0.0013718528082633957,0.0014853323431117712,0.0
Bot-IoT,FGSM,1,15,1024,3,2.6125240325927734,2.4272449016571045,80.6125972232318,0.9697971941557025,0.9712572591721556,0.9697971941557025,0.9672638890253422,0.9424826180706747,0.26666666666666666,0.0,0.9860921197515513,0.6217375112115607,0.6794456515058958,0.0,0.0,0.0,0.0,0.16367122192338446,0.19124477390880854,0.16367122192338446,0.17177704542743633,-0.40719802226651197,1.0,0.001090502630837597,0.4496140483372966,0.153978694943328,0.06924238600695397,0.0012115128333823708,0.0007867979341510652,0.004084663943557371,0.0
Bot-IoT,RANDOM_LINF,1,15,1024,3,2.6125240325927734,3.543483018875122,45.771243730464484,0.9697971941557025,0.9712572591721556,0.9697971941557025,0.9672638890253422,0.9424826180706747,0.26666666666666666,0.0,0.9860921197515513,0.6217375112115607,0.6794456515058958,0.0,0.0,0.0,0.0,0.5120847568510577,0.5003518725079721,0.5120847568510577,0.4868985429220674,0.04329371725864359,1.0,0.00348960841868031,0.5468589957461851,0.2079198843075977,0.21303423623340115,0.003098011388220634,0.0034901549386701096,0.01188265874489417,0.0
Bot-IoT,RANDOM_L2,1,15,1024,3,2.6125240325927734,3.4988162517547607,46.27098931453079,0.9697971941557025,0.9712572591721556,0.9697971941557025,0.9672638890253422,0.9424826180706747,0.26666666666666666,0.0,0.9860921197515513,0.6217375112115607,0.6794456515058958,0.0,0.0,0.0,0.0,0.5070873010103947,0.49374817894684025,0.5070873010103947,0.47931277940385636,0.030246247612002026,1.0,0.0034078207213674903,0.5610642150534563,0.2061562659610184,0.20560416845437407,0.0031326260406029875,0.0035103292446739833,0.007426661715558856,0.0
Bot-IoT,FGSM,1,15,2048,2,2.6680150032043457,2.091355800628662,80.43178018463327,0.9861434178963436,0.9864415094636433,0.9861434178963436,0.9835103757847034,0.9734844706233093,0.26666666666666666,0.0,0.9955140130916307,0.658307629444056,0.6879837151664512,0.0,0.0,0.0,0.0,0.1818256160500109,0.18211330204337037,0.1818256160500109,0.18195821641970963,-0.5739204151203023,1.0,7.270017538917312e-05,0.3894091767023477,0.1619712547052337,0.07340406030142056,0.0001384586095294138,0.0,0.0,0.0
Bot-IoT,RANDOM_LINF,1,15,2048,2,2.6680150032043457,2.6990091800689697,48.52438758450243,0.9861434178963436,0.9864415094636433,0.9861434178963436,0.9835103757847034,0.9734844706233093,0.26666666666666666,0.0,0.9955140130916307,0.658307629444056,0.6879837151664512,0.0,0.0,0.0,0.0,0.5008995420513194,0.5004550666467629,0.5008995420513194,0.4909411149307044,0.04352752286871315,1.0,0.011295789751092775,0.5755606531113572,0.20986475319191059,0.2163889308932098,0.010124785821838385,0.012185280826339575,0.02005198663200891,0.0
Bot-IoT,RANDOM_L2,1,15,2048,2,2.6680150032043457,2.6670005321502686,48.605255506287705,0.9861434178963436,0.9864415094636433,0.9861434178963436,0.9835103757847034,0.9734844706233093,0.26666666666666666,0.0,0.9955140130916307,0.658307629444056,0.6879837151664512,0.0,0.0,0.0,0.0,0.5000908628334666,0.4980977045077574,0.5000908628334666,0.4886361812538515,0.037741503332459916,1.0,0.009969011550240365,0.5587468044743631,0.20751464311203072,0.21157703572934955,0.00924211218608837,0.010732730794060685,0.011511325659116228,0.0
