Dataset;Attack;Binarization;Estimators;Criterion;MaxDepth;MinLeaf;MinSplit;TrainTime_s;InferTime_Adv_s;Acc_Drop_pp;Clean_Acc;Clean_Precision;Clean_Recall;Clean_F1;Clean_MCC;Clean_FAR;Clean_ASR;Clean_AUC;Clean_PR_AUC;Clean_F1_Macro;Clean_Miss_ddos;Clean_Miss_dos;Clean_Miss_reconnaissance;Clean_Miss_theft;Adv_Acc;Adv_Precision;Adv_Recall;Adv_F1;Adv_MCC;Adv_FAR;Adv_ASR;Adv_AUC;Adv_PR_AUC;Adv_F1_Macro;Adv_Miss_ddos;Adv_Miss_dos;Adv_Miss_reconnaissance;Adv_Miss_theft
Bot-IoT;FGSM;N/A;100;gini;10;1;2;3,113422155380249;0,3116114139556885;94,42829105182815;0,9999818274333068;0,9999727446800016;0,9999818274333068;0,999977128514243;0,9999651151680352;0,0666666666666666;0,0;0,9999999986165324;0,9999999448856274;0,7930645911427754;0,0;0,0;0,0;0,0;0,055698916915025;0,326949245547823;0,055698916915025;0,0522128141971649;-0,354657202664339;0,8;0,011004989049536;0,5012736967417435;0,1678377499977758;0,0339941754338941;0,0036345385001471;0,0156350871530019;0,083921277385815;0,0
Bot-IoT;RANDOM_LINF;N/A;100;gini;10;1;2;3,113422155380249;0,3149547576904297;51,009486079813904;0,9999818274333068;0,9999727446800016;0,9999818274333068;0,999977128514243;0,9999651151680352;0,0666666666666666;0,0;0,9999999986165324;0,9999999448856274;0,7930645911427754;0,0;0,0;0,0;0,0;0,4898869666351675;0,5015036664264805;0,4898869666351675;0,4836193221271661;0,0698798946789426;0,3333333333333333;0,0020719549985914;0,8084654405018987;0,3692837724244044;0,2840655498251824;0,0012461274857647;0,0019770819883796;0,0215373189751206;0,0
Bot-IoT;RANDOM_L2;N/A;100;gini;10;1;2;3,113422155380249;0,3199872970581054;55,664389038307775;0,9999818274333068;0,9999727446800016;0,9999818274333068;0,999977128514243;0,9999651151680352;0,0666666666666666;0,0;0,9999999986165324;0,9999999448856274;0,7930645911427754;0,0;0,0;0,0;0,0;0,4433379370502289;0,4905537986562779;0,4433379370502289;0,4417469455489524;0,0405038030909601;0,7333333333333333;0,0138675584554847;0,6715583098397448;0,2339574223423931;0,2122555802494581;0,0112151473718825;0,0142228857327307;0,0642406238395841;0,0
