Dataset;Attack;Binarization;Resolution;AddressSize;TrainTime_s;InferTime_Adv_s;Acc_Drop_pp;Clean_Acc;Clean_Precision;Clean_Recall;Clean_F1;Clean_MCC;Clean_FAR;Clean_ASR;Clean_AUC;Clean_PR_AUC;Clean_F1_Macro;Clean_Miss_analysis;Clean_Miss_backdoor;Clean_Miss_dos;Clean_Miss_exploits;Clean_Miss_fuzzers;Clean_Miss_generic;Clean_Miss_reconnaissance;Clean_Miss_shellcode;Clean_Miss_worms;Adv_Acc;Adv_Precision;Adv_Recall;Adv_F1;Adv_MCC;Adv_FAR;Adv_ASR;Adv_AUC;Adv_PR_AUC;Adv_F1_Macro;Adv_Miss_analysis;Adv_Miss_backdoor;Adv_Miss_dos;Adv_Miss_exploits;Adv_Miss_fuzzers;Adv_Miss_generic;Adv_Miss_reconnaissance;Adv_Miss_shellcode;Adv_Miss_worms
UNSW-NB15;RANDOM_LINF;distributive;1;20;0,2812883853912353;4,798989295959473;44,58533741437108;0,6605208181509012;0,6558168951476635;0,6605208181509012;0,6469169570329034;0,5347093455042481;0,2418648648648648;0,1576811082678902;0,6064318106971317;0,2142584431698599;0,243129277112803;0,0915805022156573;0,0651801029159519;0,1132306187331866;0,25;0,4940613658858462;0,0095384452334269;0,1524599542334096;0,2354497354497354;0,1136363636363636;0,2146674440071904;0,2774092126728467;0,2146674440071904;0,2266855724477929;0,0104368529576573;0,6118108108108108;0,3456498720550604;0,5022637401384078;0,1010641735901511;0,0774505740916067;0,2821270310192024;0,2950257289879931;0,342871117632673;0,4669421487603306;0,3863411415374463;0,2623072439192411;0,3615560640732265;0,335978835978836;0,5227272727272727
UNSW-NB15;RANDOM_L2;distributive;1;20;0,2812883853912353;4,905848979949951;44,52825146965943;0,6605208181509012;0,6558168951476635;0,6605208181509012;0,6469169570329034;0,5347093455042481;0,2418648648648648;0,1576811082678902;0,6064318106971317;0,2142584431698599;0,243129277112803;0,0915805022156573;0,0651801029159519;0,1132306187331866;0,25;0,4940613658858462;0,0095384452334269;0,1524599542334096;0,2354497354497354;0,1136363636363636;0,2152383034543069;0,2785384989504011;0,2152383034543069;0,2275361930284604;0,011156624591895;0,6115135135135135;0,3444586605488396;0,5022073858777605;0,1011074151460191;0,0777380914009983;0,3042836041358936;0,3396226415094339;0,3404255319148936;0,4636183974128638;0,3805674694820191;0,2616183562079381;0,3661327231121281;0,3015873015873015;0,4545454545454545
UNSW-NB15;FGSM;distributive;2;5;0,5532338619232178;137,84198260307312;38,54151484234562;0,6153014623718602;0,6104844271718537;0,6153014623718602;0,563447129030293;0,4288528891358564;0,0648648648648648;0,559273802170652;0,5749302461630614;0,1907389305169707;0,227434951752549;0,723781388478582;0,8439108061749572;0,417461482024945;0,6364534674811355;0,9041570438799076;0,3971702612474166;0,6447368421052632;0,8227513227513228;0,8636363636363636;0,229886313948404;0,1914105527454662;0,229886313948404;0,2042133144819547;-0,0787842508117555;0,6102972972972973;0,6604606017824054;0,4925965183147852;0,0982240114451119;0,083320815752766;0,8493353028064993;0,8301886792452831;0,6957691367082416;0,4564319080129357;0,5419003629165292;0,8792326850723332;0,279462242562929;0,2486772486772486;0,1590909090909091
UNSW-NB15;RANDOM_LINF;distributive;2;5;0,5532338619232178;111,57507419586182;35,35077491133459;0,6153014623718602;0,6104844271718537;0,6153014623718602;0,563447129030293;0,4288528891358564;0,0648648648648648;0,559273802170652;0,5749302461630614;0,1907389305169707;0,227434951752549;0,723781388478582;0,8439108061749572;0,417461482024945;0,6364534674811355;0,9041570438799076;0,3971702612474166;0,6447368421052632;0,8227513227513228;0,8636363636363636;0,2617937132585143;0,3575775151694302;0,2617937132585143;0,2535776243157013;0,0311126525128434;0,5295945945945946;0,3904967793170387;0,5058224562672649;0,1025080791699537;0,0895699123993184;0,3914327917282127;0,4202401372212693;0,4282220591831743;0,4577793747754222;0,4501814582645991;0,3174712521858937;0,415045766590389;0,4153439153439153;0,3863636363636363
UNSW-NB15;RANDOM_L2;distributive;2;5;0,5532338619232178;115,60948872566225;35,34834572219793;0,6153014623718602;0,6104844271718537;0,6153014623718602;0,563447129030293;0,4288528891358564;0,0648648648648648;0,559273802170652;0,5749302461630614;0,1907389305169707;0,227434951752549;0,723781388478582;0,8439108061749572;0,417461482024945;0,6364534674811355;0,9041570438799076;0,3971702612474166;0,6447368421052632;0,8227513227513228;0,8636363636363636;0,2618180051498809;0,3510160288024829;0,2618180051498809;0,2518716143242842;0,0268587204455225;0,5276216216216216;0,4044604253066267;0,5049349117668321;0,1021221286358608;0,0875573052493487;0,4047267355982274;0,4373927958833619;0,438004402054292;0,4779913762127201;0,4618937644341801;0,3312490064119548;0,4213386727688787;0,3862433862433862;0,5454545454545454
UNSW-NB15;FGSM;distributive;2;10;0,5359549522399902;10,292658567428589;25,72754214643152;0,5900864791332653;0,6070253350614397;0,5900864791332653;0,5799777469324467;0,4188136122460839;0,2545135135135135;0,3203035383393629;0,5910402243608066;0,1915047107576011;0,2425902070345533;0,2865583456425406;0,2950257289879931;0,260210320371729;0,3931908012935681;0,4491916859122402;0,2787875576281066;0,1744851258581235;0,2883597883597883;0,2272727272727272;0,3328110576689501;0,4309762068508699;0,3328110576689501;0,3475809117144768;0,0847164064894161;0,4935675675675676;0,4251963293038031;0,5122937406277501;0,1173344333411319;0,1193628710019786;0,276218611521418;0,3413379073756432;0,413059427732942;0,5196730147323033;0,5423952490927086;0,3005670075777648;0,630720823798627;0,582010582010582;0,6818181818181818
UNSW-NB15;RANDOM_LINF;distributive;2;10;0,5359549522399902;16,726961612701416;27,621095078462805;0,5900864791332653;0,6070253350614397;0,5900864791332653;0,5799777469324467;0,4188136122460839;0,2545135135135135;0,3203035383393629;0,5910402243608066;0,1915047107576011;0,2425902070345533;0,2865583456425406;0,2950257289879931;0,260210320371729;0,3931908012935681;0,4491916859122402;0,2787875576281066;0,1744851258581235;0,2883597883597883;0,2272727272727272;0,3138755283486372;0,2869893504138676;0,3138755283486372;0,2812942475694102;0,0291248308081134;0,3945135135135135;0,5172946263125386;0,5059666939296681;0,1023538869988972;0,0940999912388019;0,4416543574593796;0,4528301886792453;0,4781120078258743;0,5904599353215954;0,5417354008578027;0,4754914948863335;0,5411899313501144;0,4814814814814814;0,6363636363636364
UNSW-NB15;RANDOM_L2;distributive;2;10;0,5359549522399902;16,49065589904785;27,35145508429286;0,5900864791332653;0,6070253350614397;0,5900864791332653;0,5799777469324467;0,4188136122460839;0,2545135135135135;0,3203035383393629;0,5910402243608066;0,1915047107576011;0,2425902070345533;0,2865583456425406;0,2950257289879931;0,260210320371729;0,3931908012935681;0,4491916859122402;0,2787875576281066;0,1744851258581235;0,2883597883597883;0,2272727272727272;0,3165719282903367;0,2876965945187407;0,3165719282903367;0,2829615008515065;0,0314020687462313;0,3929459459459459;0,5209123797758758;0,5068313537839355;0,1024659930635253;0,0952825044002589;0,4549483013293944;0,4682675814751286;0,4908290535583272;0,584800574919152;0,5475090729132299;0,4805786656774946;0,5417620137299771;0,5476190476190477;0,6136363636363636
UNSW-NB15;FGSM;distributive;2;15;0,5494647026062012;3,948505401611328;42,14400233202157;0,6742943205557985;0,7240706242371446;0,6742943205557985;0,6829141254026797;0,5704482813071269;0,2826756756756757;0,0952969204976617;0,642260962963779;0,2423120634755246;0,3021742955726709;0,0768094534711964;0,0274442538593482;0,053558327219369;0,1024074739489759;0,347080171560541;0,0162683482592337;0,1212814645308924;0,1375661375661375;0,1363636363636363;0,2528542972355828;0,332491680327157;0,2528542972355828;0,2499997411282808;0,0891680958891658;0,660972972972973;0,1468278478778787;0,5171743091612855;0,1121064901953469;0,0899136704037136;0,1166912850812407;0,0754716981132075;0,1247248716067498;0,1501077973409989;0,4721214120752227;0,0471093211806475;0,1413043478260869;0,2592592592592592;0,2045454545454545
UNSW-NB15;RANDOM_LINF;distributive;2;15;0,5494647026062012;4,153892755508423;41,48083369771171;0,6742943205557985;0,7240706242371446;0,6742943205557985;0,6829141254026797;0,5704482813071269;0,2826756756756757;0,0952969204976617;0,642260962963779;0,2423120634755246;0,3021742955726709;0,0768094534711964;0,0274442538593482;0,053558327219369;0,1024074739489759;0,347080171560541;0,0162683482592337;0,1212814645308924;0,1375661375661375;0,1363636363636363;0,2594859835786814;0,3286951908444033;0,2594859835786814;0,2810353171984616;0,0398317306861597;0,604081081081081;0,2895305744286596;0,5068789462137805;0,1037332730748003;0,1006161293139375;0,2348596750369276;0,2641509433962264;0,2648569332355099;0,3451311534315487;0,2773012207192346;0,2742303004610248;0,2665903890160183;0,238095238095238;0,2045454545454545
UNSW-NB15;RANDOM_L2;distributive;2;15;0,5494647026062012;4,071635007858276;41,68124180148667;0,6742943205557985;0,7240706242371446;0,6742943205557985;0,6829141254026797;0,5704482813071269;0,2826756756756757;0,0952969204976617;0,642260962963779;0,2423120634755246;0,3021742955726709;0,0768094534711964;0,0274442538593482;0,053558327219369;0,1024074739489759;0,347080171560541;0,0162683482592337;0,1212814645308924;0,1375661375661375;0,1363636363636363;0,2574819025409318;0,3277490396181418;0,2574819025409318;0,2790849529864339;0,0372921443984033;0,6045135135135136;0,2899055854583958;0,5048142320057825;0,1034888811958486;0,0976751673008743;0,2363367799113737;0,241852487135506;0,2633895818048422;0,3457599712540424;0,2837347410095678;0,271156801441365;0,2763157894736842;0,2671957671957672;0,25
UNSW-NB15;FGSM;distributive;2;20;0,5313949584960938;1,725491285324097;60,06291599863965;0,6851527959966963;0,6657734121452711;0,6851527959966963;0,6583076857100489;0,5435816893230442;0,116;0,2941189446748434;0,6095665722232517;0,2193247147225165;0,2728309709044933;0,138847858197932;0,1320754716981132;0,2134996331621423;0,3580668343514193;0,6075552622896734;0,1608817762704679;0,3721395881006865;0,6878306878306878;0,5227272727272727;0,0845236360102997;0,0752307235608209;0,0845236360102997;0,072452414098483;-0,2002694855052783;0,8964594594594595;0,601275037501103;0,4700553143692029;0,0959724405231265;0,0419859638352069;0,8774002954209749;0,8524871355060034;0,7084861824406945;0,599802371541502;0,2957769712966018;0,7038312755020931;0,4058924485125858;0,238095238095238;0,1818181818181818
