Dataset,Attack,Resolution,AddressSize,BloomSize,Hash,TrainTime_s,InferTime_Adv_s,Acc_Drop_pp,Clean_Acc,Clean_Precision,Clean_Recall,Clean_F1,Clean_MCC,Clean_FAR,Clean_ASR,Clean_AUC,Clean_PR_AUC,Clean_F1_Macro,Clean_Miss_ddos,Clean_Miss_dos,Clean_Miss_reconnaissance,Clean_Miss_theft,Adv_Acc,Adv_Precision,Adv_Recall,Adv_F1,Adv_MCC,Adv_FAR,Adv_ASR,Adv_AUC,Adv_PR_AUC,Adv_F1_Macro,Adv_Miss_ddos,Adv_Miss_dos,Adv_Miss_reconnaissance,Adv_Miss_theft
Bot-IoT,FGSM,1,5,1024,2,3.9092419147491455,2.561065196990967,38.072435850839575,0.6706131424002326,0.7922181597544383,0.6706131424002326,0.6161182500034719,0.4549160635606292,0.13333333333333333,0.0,0.810524151688546,0.56961298122225,0.6230790032589004,0.0,0.0,0.0,0.0,0.28988878389183687,0.6238035007846655,0.28988878389183687,0.37755837956144683,0.11760535814454871,0.9333333333333333,0.001981079779354968,0.7064774941195172,0.2872070903388871,0.17559247296585057,0.0021807231000882674,0.0006455777921239509,0.02227998514667657,0.0
Bot-IoT,RANDOM_LINF,1,5,1024,2,3.9092419147491455,5.657431364059448,26.571927018972165,0.6706131424002326,0.7922181597544383,0.6706131424002326,0.6161182500034719,0.4549160635606292,0.13333333333333333,0.0,0.810524151688546,0.56961298122225,0.6230790032589004,0.0,0.0,0.0,0.0,0.404893872210511,0.5225994668467625,0.404893872210511,0.42323375466365953,0.07794215010587784,1.0,0.008696758480929835,0.7099912847118567,0.22057842273624262,0.19618889905040754,0.008099828657470708,0.009502098127824403,0.006683995544002971,0.0
Bot-IoT,RANDOM_L2,1,5,1024,2,3.9092419147491455,5.918801546096802,27.59504252380606,0.6706131424002326,0.7922181597544383,0.6706131424002326,0.6161182500034719,0.4549160635606292,0.13333333333333333,0.0,0.810524151688546,0.56961298122225,0.6230790032589004,0.0,0.0,0.0,0.0,0.394662717162172,0.5106481375610423,0.394662717162172,0.4162777075210936,0.05579727133585842,1.0,0.006552103306949228,0.6828246191671468,0.2131196877498077,0.1886451237877888,0.0060056421883383235,0.007182052937378954,0.006683995544002971,0.0
Bot-IoT,FGSM,1,5,1024,3,4.003837585449219,2.7727487087249756,62.44457367158537,0.7104474085919895,0.8125885591258599,0.7104474085919895,0.6733204832535296,0.5214141358596882,0.13333333333333333,9.08752192364664e-06,0.8287572541651425,0.5701964004557223,0.6412784515718808,0.0,0.0,0.0003713330857779428,0.0,0.08600167187613579,0.4235864550275296,0.08600167187613579,0.1072034668025282,-0.2897188904225754,0.9333333333333333,0.014994411174016958,0.6031291138850629,0.26193610755068103,0.05948812325960886,5.192197857353018e-05,0.032399935442220786,0.015224656516895656,0.0
Bot-IoT,RANDOM_LINF,1,5,1024,3,4.003837585449219,5.158320903778076,27.95576797266846,0.7104474085919895,0.8125885591258599,0.7104474085919895,0.6733204832535296,0.5214141358596882,0.13333333333333333,9.08752192364664e-06,0.8287572541651425,0.5701964004557223,0.6412784515718808,0.0,0.0,0.0003713330857779428,0.0,0.4308897288653049,0.5406475440685188,0.4308897288653049,0.46343040928415574,0.10140899115717296,0.8666666666666667,0.016802828036822638,0.7317870027058168,0.22457705519257393,0.21573972956435677,0.015888125443500233,0.017672692059393157,0.020423319717786857,0.0
Bot-IoT,RANDOM_L2,1,5,1024,3,4.003837585449219,4.702438116073608,29.32052773133677,0.7104474085919895,0.8125885591258599,0.7104474085919895,0.6733204832535296,0.5214141358596882,0.13333333333333333,9.08752192364664e-06,0.8287572541651425,0.5701964004557223,0.6412784515718808,0.0,0.0,0.0003713330857779428,0.0,0.4172421312786218,0.5261216628892709,0.4172421312786218,0.44720170594812597,0.07582574921181486,0.8666666666666667,0.011886478676129806,0.723710007021834,0.21736936273453403,0.20303693061566044,0.011249762024264871,0.01222562943834732,0.019309320460453028,0.0
Bot-IoT,FGSM,1,5,2048,2,3.9358959197998047,6.4930739402771,24.9545685832667,0.7969033946354583,0.8516560946150675,0.7969033946354583,0.7841037542362912,0.6548936113844673,0.13333333333333333,9.08752192364664e-06,0.7843404111017284,0.5680511846670824,0.688688875569801,0.0,0.0,0.0003713330857779428,0.0,0.5473577088027913,0.5942219502112022,0.5473577088027913,0.5633889028741287,0.19251799010524434,0.9333333333333333,0.0022718804809116603,0.6471747493242701,0.27282451140583625,0.2554556008925179,0.002492254971529448,0.0006859264041316978,0.026735982176011884,0.0
Bot-IoT,RANDOM_LINF,1,5,2048,2,3.9358959197998047,5.60078501701355,37.02297012430036,0.7969033946354583,0.8516560946150675,0.7969033946354583,0.7841037542362912,0.6548936113844673,0.13333333333333333,9.08752192364664e-06,0.7843404111017284,0.5680511846670824,0.688688875569801,0.0,0.0,0.0003713330857779428,0.0,0.42667369339245476,0.5170140271981819,0.42667369339245476,0.4403051074526792,0.0751671411580607,0.8,0.014921710998627784,0.7384609746951534,0.2202514066581242,0.2064268377141251,0.014520846674397273,0.015433344092963201,0.014110657259561827,0.0
Bot-IoT,RANDOM_L2,1,5,2048,2,3.9358959197998047,5.600831031799316,38.99015046885223,0.7969033946354583,0.8516560946150675,0.7969033946354583,0.7841037542362912,0.6548936113844673,0.13333333333333333,9.08752192364664e-06,0.7843404111017284,0.5680511846670824,0.688688875569801,0.0,0.0,0.0003713330857779428,0.0,0.4070018899469361,0.5003420518638769,0.4070018899469361,0.4209729892775672,0.047561077673982516,0.8666666666666667,0.016839178124517226,0.7034610390472633,0.21214405617283544,0.1916325847712514,0.016182349988750237,0.017672692059393157,0.015595989602673598,0.0
Bot-IoT,FGSM,1,5,2048,3,3.7555007934570312,7.133409738540649,55.15192265755615,0.8604346877953042,0.8882980598420095,0.8604346877953042,0.8559883812185292,0.7555930501114659,0.3333333333333333,0.0,0.8302760350804178,0.4784497011719592,0.6997158569815326,0.0,0.0,0.0,0.0,0.30891546121974267,0.328734650208355,0.30891546121974267,0.30581398659052583,-0.10691060082406015,0.9333333333333333,0.012286329640770258,0.5369356895898298,0.21846288016230359,0.12721701918567851,0.014209314802956091,0.00014122014202711428,0.19457853694764204,0.0
Bot-IoT,RANDOM_LINF,1,5,2048,3,3.7555007934570312,6.333895683288574,50.34800465217707,0.8604346877953042,0.8882980598420095,0.8604346877953042,0.8559883812185292,0.7555930501114659,0.3333333333333333,0.0,0.8302760350804178,0.4784497011719592,0.6997158569815326,0.0,0.0,0.0,0.0,0.3569546412735335,0.4910269290010177,0.3569546412735335,0.3767712251947939,0.03429793621334564,0.9333333333333333,0.012431729991548604,0.5984566894661296,0.20723782181995545,0.17076576325731738,0.01036708838851486,0.014787766300839252,0.013367991088005942,0.0
Bot-IoT,RANDOM_L2,1,5,2048,3,3.7555007934570312,6.089985370635986,50.185360180271864,0.8604346877953042,0.8882980598420095,0.8604346877953042,0.8559883812185292,0.7555930501114659,0.3333333333333333,0.0,0.8302760350804178,0.4784497011719592,0.6997158569815326,0.0,0.0,0.0,0.0,0.3585810859925856,0.4962965621973796,0.3585810859925856,0.3826172089824721,0.033021034679979654,0.9333333333333333,0.009850873765232958,0.6652953229438496,0.20578893558984665,0.17087036459041596,0.008515204486058948,0.011640574564234991,0.005569996286669142,0.0
Bot-IoT,FGSM,1,10,1024,2,3.0226480960845947,5.378593444824219,79.46772552155267,0.8985516464345424,0.9143414780931521,0.8985516464345424,0.8966334828383961,0.8187573530305565,0.06666666666666667,0.0,0.8606967585075671,0.6764469615046942,0.7500612684903477,0.0,0.0,0.0,0.0,0.10387439121901577,0.29832403814522596,0.10387439121901577,0.1308787819760817,-0.3264574965066576,0.9333333333333333,0.043274779400405305,0.45000453995145706,0.24442835237645916,0.057027597077895086,0.05273542290451548,0.004095384118786314,0.5614556256962495,0.0
Bot-IoT,RANDOM_LINF,1,10,1024,2,3.0226480960845947,4.139876127243042,42.679181507596134,0.8985516464345424,0.9143414780931521,0.8985516464345424,0.8966334828383961,0.8187573530305565,0.06666666666666667,0.0,0.8606967585075671,0.6764469615046942,0.7500612684903477,0.0,0.0,0.0,0.0,0.47175983135858107,0.5160997667733297,0.47175983135858107,0.4442494513925972,0.05786972692333857,1.0,0.012377204860006725,0.5548187314237216,0.20783873425324248,0.19767041967879156,0.011492064590941346,0.013072950290510007,0.01856665428889714,0.0
Bot-IoT,RANDOM_L2,1,10,1024,2,3.0226480960845947,3.9009640216827393,43.6177945773061,0.8985516464345424,0.9143414780931521,0.8985516464345424,0.8966334828383961,0.8187573530305565,0.06666666666666667,0.0,0.8606967585075671,0.6764469615046942,0.7500612684903477,0.0,0.0,0.0,0.0,0.4623737006614814,0.4972134675529295,0.4623737006614814,0.4276035318493197,0.032392973319588216,0.8666666666666667,0.012068229114602739,0.555387785918631,0.20414584059548774,0.1858609960065243,0.011717059831426643,0.01204406068431246,0.02005198663200891,0.0
Bot-IoT,FGSM,1,10,1024,3,3.070481300354004,2.4151041507720947,57.497092389329076,0.9047121465435778,0.9188057387645844,0.9047121465435778,0.9030791595787342,0.829151812125679,0.2,9.08752192364664e-06,0.8975791521490389,0.6906223373691927,0.7309502196202492,0.0,0.0,0.0003713330857779428,0.0,0.3297412226502871,0.6352650805414037,0.3297412226502871,0.3064602191060854,-0.07109531396178283,0.9333333333333333,0.007469943021237538,0.5317357077604883,0.2214286358737255,0.12352228257207269,0.00782291143841188,0.0071013557133634605,0.006683995544002971,0.0
Bot-IoT,RANDOM_LINF,1,10,1024,3,3.070481300354004,3.8238022327423096,44.637275568801336,0.9047121465435778,0.9188057387645844,0.9047121465435778,0.9030791595787342,0.829151812125679,0.2,9.08752192364664e-06,0.8975791521490389,0.6906223373691927,0.7309502196202492,0.0,0.0,0.0003713330857779428,0.0,0.45833939085556447,0.5138411059293982,0.45833939085556447,0.4059638603034921,0.05030128574959697,0.8666666666666667,0.024499959106151343,0.557953368618327,0.20857705407585284,0.1853915852448888,0.02378026618667682,0.024431084570690768,0.041217972521351655,0.0
Bot-IoT,RANDOM_L2,1,10,1024,3,3.070481300354004,3.640249252319336,45.96387293741368,0.9047121465435778,0.9188057387645844,0.9047121465435778,0.9030791595787342,0.829151812125679,0.2,9.08752192364664e-06,0.8975791521490389,0.6906223373691927,0.7309502196202492,0.0,0.0,0.0003713330857779428,0.0,0.445073417169441,0.4983684423599296,0.445073417169441,0.3975834644674754,0.03263365512682354,0.8666666666666667,0.020928562990158214,0.5408267896847507,0.20523632957921203,0.1753096661883761,0.02076879142941207,0.020900581020012913,0.024879316747122168,0.0
Bot-IoT,FGSM,1,10,2048,2,3.206636667251587,3.493004083633423,75.70782147270481,0.8989605291851421,0.91470190619291,0.8989605291851421,0.8970548377115625,0.819504245542194,0.26666666666666666,9.08752192364664e-06,0.8698309765235713,0.7000150895202174,0.7199643770021422,0.0,0.0,0.0003713330857779428,0.0,0.14188231445809407,0.192549753428077,0.14188231445809407,0.16325655035556744,-0.3812739599749898,0.9333333333333333,0.006406702956170881,0.5305859999317288,0.18195265275677136,0.0640986217992858,0.008220979940808944,0.004216429954809554,0.007797994801336799,0.0
Bot-IoT,RANDOM_LINF,1,10,2048,2,3.206636667251587,3.8031973838806152,43.1771098349931,0.8989605291851421,0.91470190619291,0.8989605291851421,0.8970548377115625,0.819504245542194,0.26666666666666666,9.08752192364664e-06,0.8698309765235713,0.7000150895202174,0.7199643770021422,0.0,0.0,0.0003713330857779428,0.0,0.46718943083521114,0.5204411294334552,0.46718943083521114,0.4334100242227719,0.061168511862788676,0.8,0.01950182204814569,0.5745490552968575,0.20912130776144786,0.19328331827981043,0.016199657314941416,0.022837314396384763,0.028963980690679538,0.0
