Dataset,Attack,Resolution,AddressSize,BloomSize,Hash,TrainTime_s,InferTime_Adv_s,Acc_Drop_pp,Clean_Acc,Clean_Precision,Clean_Recall,Clean_F1,Clean_MCC,Clean_FAR,Clean_ASR,Clean_AUC,Clean_PR_AUC,Clean_F1_Macro,Clean_Miss_bots,Clean_Miss_brute force,Clean_Miss_ddos,Clean_Miss_dos,Clean_Miss_port scanning,Clean_Miss_web attacks,Adv_Acc,Adv_Precision,Adv_Recall,Adv_F1,Adv_MCC,Adv_FAR,Adv_ASR,Adv_AUC,Adv_PR_AUC,Adv_F1_Macro,Adv_Miss_bots,Adv_Miss_brute force,Adv_Miss_ddos,Adv_Miss_dos,Adv_Miss_port scanning,Adv_Miss_web attacks
CICIDS,FGSM,1,5,1024,2,132.53215670585632,22.337739944458008,-4.430418664249403,0.759863612290762,0.9314701895840587,0.759863612290762,0.8120109038273304,0.5000758752165814,0.22739205559745307,0.10097605092848166,0.7606544042270568,0.24700119659531153,0.36455545385901245,0.14652956298200515,0.006010928961748634,0.0010155059953911652,0.008309891868177243,0.4346435856441921,0.6923076923076923,0.8041677989332561,0.6958760503390665,0.8041677989332561,0.7449575234071039,-0.001991207377832848,0.03426870829475051,0.9622734586969544,0.34128048782710607,0.12383596665613171,0.13176420774754327,0.9537275064267352,0.9437158469945355,0.9696910518298637,0.9801801336808692,0.9147692816583053,0.9976689976689976
CICIDS,RANDOM_LINF,1,5,1024,2,132.53215670585632,12.450922012329102,-6.653760480490966,0.759863612290762,0.9314701895840587,0.759863612290762,0.8120109038273304,0.5000758752165814,0.22739205559745307,0.10097605092848166,0.7606544042270568,0.24700119659531153,0.36455545385901245,0.14652956298200515,0.006010928961748634,0.0010155059953911652,0.008309891868177243,0.4346435856441921,0.6923076923076923,0.8264012170956717,0.7251306440643964,0.8264012170956717,0.7594357186466265,0.06910565400553446,0.010613061201111185,0.9644111394308131,0.5761701744563092,0.16166847858767033,0.14214206546916716,0.9768637532133676,0.9841530054644809,0.9721126430496426,0.9466824950321299,0.9886983846959589,0.9836829836829837
CICIDS,RANDOM_L2,1,5,1024,2,132.53215670585632,11.43515157699585,-6.48833385235773,0.759863612290762,0.9314701895840587,0.759863612290762,0.8120109038273304,0.5000758752165814,0.22739205559745307,0.10097605092848166,0.7606544042270568,0.24700119659531153,0.36455545385901245,0.14652956298200515,0.006010928961748634,0.0010155059953911652,0.008309891868177243,0.4346435856441921,0.6923076923076923,0.8247469508143394,0.7179936769295937,0.8247469508143394,0.7557624611265686,0.035845337357519436,0.010527144807308621,0.9775073703003324,0.5456183262853365,0.1520644688321296,0.1367944384866647,0.9794344473007712,0.9808743169398907,0.9815646603913604,0.9691346873467702,0.9891394233419704,0.9836829836829837
CICIDS,FGSM,1,5,1024,3,133.18926286697388,25.272722482681274,-4.273719580046453,0.7748015971405392,0.9352994211920479,0.7748015971405392,0.8248883162712254,0.5173584506203943,0.2100822888127309,0.09937866312735644,0.763152084049719,0.2575336782575016,0.3753765267346857,0.14910025706940874,0.003825136612021858,0.0015623169159864078,0.009367983689901676,0.42609846187772205,0.6153846153846154,0.8175387929410037,0.7017160767219598,0.8175387929410037,0.7510168218301421,0.005859920541043537,0.018440999303122582,0.9820528782344167,0.3617226416090005,0.1252046517350653,0.1340799126512184,1.0,0.9907103825136612,0.9881263914385033,0.9773671578621383,0.9819725453442858,0.993006993006993
CICIDS,RANDOM_LINF,1,5,1024,3,133.18926286697388,11.01512622833252,-5.190905105811561,0.7748015971405392,0.9352994211920479,0.7748015971405392,0.8248883162712254,0.5173584506203943,0.2100822888127309,0.09937866312735644,0.763152084049719,0.2575336782575016,0.3753765267346857,0.14910025706940874,0.003825136612021858,0.0015623169159864078,0.009367983689901676,0.42609846187772205,0.6153846153846154,0.8267106481986548,0.7207580345905767,0.8267106481986548,0.7575690278938626,0.051598639077807394,0.008744379635905415,0.9749820881147301,0.5809090975138718,0.16027560150243597,0.13860818648467177,0.9845758354755784,0.9901639344262295,0.9807835019333672,0.9627861364164236,0.9910138375875186,0.9790209790209791
CICIDS,RANDOM_L2,1,5,1024,3,133.18926286697388,11.03901982307434,-5.0552314683497634,0.7748015971405392,0.9352994211920479,0.7748015971405392,0.8248883162712254,0.5173584506203943,0.2100822888127309,0.09937866312735644,0.763152084049719,0.2575336782575016,0.3753765267346857,0.14910025706940874,0.003825136612021858,0.0015623169159864078,0.009367983689901676,0.42609846187772205,0.6153846153846154,0.8253539118240368,0.7464657659387596,0.8253539118240368,0.7550321036247657,0.02651128337590135,0.009085658644621157,0.9830747366071952,0.550258864548839,0.15155197764172673,0.13508561801545288,0.9948586118251928,0.994535519125683,0.9867593641370151,0.9767994012748716,0.9899112409724902,0.9813519813519813
CICIDS,FGSM,1,5,2048,2,132.61885142326355,26.32904839515686,-4.312596821190473,0.7691108417914474,0.9338536779575652,0.7691108417914474,0.8190483041581939,0.5098349637091546,0.21609643637891038,0.09813364028236178,0.7625609045743748,0.25170525108928654,0.36384285763398727,0.14910025706940874,0.00546448087431694,0.0010545639182908252,0.009058298278665255,0.4186559347262804,0.7342657342657343,0.8122368100033521,0.6988354565824654,0.8122368100033521,0.7480487003563762,-0.005044748028676407,0.024519584164653996,0.9800913799786232,0.3304937773845958,0.1230456099568308,0.13266728842633319,0.9897172236503856,0.9830601092896175,0.9873842909034097,0.9797414126816176,0.9695683334252164,1.0
CICIDS,RANDOM_LINF,1,5,2048,2,132.61885142326355,11.047270059585571,-5.69769771358184,0.7691108417914474,0.9338536779575652,0.7691108417914474,0.8190483041581939,0.5098349637091546,0.21609643637891038,0.09813364028236178,0.7625609045743748,0.25170525108928654,0.36384285763398727,0.14910025706940874,0.00546448087431694,0.0010545639182908252,0.009058298278665255,0.4186559347262804,0.7342657342657343,0.8260878189272658,0.7201425530220527,0.8260878189272658,0.7574773917718802,0.05115141995686555,0.00966320773629395,0.973490409800444,0.5800260062302602,0.16045227463571604,0.13890632844345277,0.9974293059125964,0.9885245901639345,0.9788696637112838,0.9608764097137991,0.9903522796185016,0.993006993006993
CICIDS,RANDOM_L2,1,5,2048,2,132.61885142326355,11.005138635635376,-5.595942485485505,0.7691108417914474,0.9338536779575652,0.7691108417914474,0.8190483041581939,0.5098349637091546,0.21609643637891038,0.09813364028236178,0.7625609045743748,0.25170525108928654,0.36384285763398727,0.14910025706940874,0.00546448087431694,0.0010545639182908252,0.009058298278665255,0.4186559347262804,0.7342657342657343,0.8250702666463025,0.7243580194497895,0.8250702666463025,0.7552268004173539,0.029132540972858424,0.00966798086928298,0.9814656033075324,0.5528524458357099,0.15179655674257217,0.13567404464759755,0.9948586118251928,0.9885245901639345,0.9847674100691325,0.9742703037497742,0.9907933182645129,0.9976689976689976
CICIDS,FGSM,1,5,2048,3,139.01205396652222,32.83094573020935,-5.195070524505551,0.7595502141223562,0.9305939820795769,0.7595502141223562,0.8120362635421334,0.49943651795418353,0.22780731816749877,0.10193918180857187,0.7635769155606932,0.2537174854220639,0.3605681079246184,0.12339331619537275,0.004371584699453552,0.0016404327617857283,0.008284084750574208,0.44192072330337945,0.5687645687645687,0.8115009193674118,0.697236425542111,0.8115009193674118,0.747132160448837,-0.014132463460238163,0.02519975561559096,0.9870916971070837,0.35606720479110815,0.12351019525511835,0.1322441906242222,0.9897172236503856,0.9901639344262295,0.9914463148849744,0.9826834240883636,0.989745851480236,0.9976689976689976
