Dataset,Attack,Resolution,AddressSize,BloomSize,Hash,TrainTime_s,InferTime_Adv_s,Acc_Drop_pp,Clean_Acc,Clean_Precision,Clean_Recall,Clean_F1,Clean_MCC,Clean_FAR,Clean_ASR,Clean_AUC,Clean_PR_AUC,Clean_Miss_Attack,Adv_Acc,Adv_Precision,Adv_Recall,Adv_F1,Adv_MCC,Adv_FAR,Adv_ASR,Adv_AUC,Adv_PR_AUC,Adv_Miss_Attack
ToN-IoT,FGSM,1,5,1024,2,70.52349328994751,1.9996697902679443,58.07529199933663,0.665545262858632,0.9943709695048639,0.5649042193175821,0.7204941889243075,0.47585113400461815,0.0103,0.43509578068241794,0.8328445232698934,0.9551755684601815,0.43509578068241794,0.0847923428652657,0.008722264728385616,0.0017696917010773386,0.0029423910799091474,-0.7593514280115274,0.6478,0.9982303082989227,0.13859489738892858,0.5843257876703817,0.9982303082989227
ToN-IoT,RANDOM_LINF,1,5,1024,2,70.52349328994751,2.036588430404663,41.93655381553697,0.665545262858632,0.9943709695048639,0.5649042193175821,0.7204941889243075,0.47585113400461815,0.0103,0.43509578068241794,0.8328445232698934,0.9551755684601815,0.43509578068241794,0.24617972470326233,0.7465321563682219,0.01837995591294359,0.03587661353857342,-0.00538651073436948,0.0201,0.9816200440870564,0.509392177652209,0.768029671060507,0.9816200440870564
ToN-IoT,RANDOM_L2,1,5,1024,2,70.52349328994751,2.047541618347168,41.7707124073065,0.665545262858632,0.9943709695048639,0.5649042193175821,0.7204941889243075,0.47585113400461815,0.0103,0.43509578068241794,0.8328445232698934,0.9551755684601815,0.43509578068241794,0.24783813878556707,0.8196948682385575,0.01834890869011767,0.03589432128757972,0.017551931804656248,0.013,0.9816510913098824,0.5134941398366916,0.7747765518152321,0.9816510913098824
ToN-IoT,C&W,1,5,1024,2,70.52349328994751,25.883522272109985,0.0,0.665545262858632,0.9943709695048639,0.5649042193175821,0.7204941889243075,0.47585113400461815,0.0103,0.43509578068241794,0.8328445232698934,0.9551755684601815,0.43509578068241794,0.665545262858632,0.9943709695048639,0.5649042193175821,0.7204941889243075,0.47585113400461815,0.0103,0.43509578068241794,0.8328445232698934,0.9551755684601815,0.43509578068241794
ToN-IoT,FGSM,1,5,1024,3,71.90492987632751,2.027594804763794,58.068184510412465,0.6654741879693904,0.9947486461353318,0.5645937470893229,0.720340661517132,0.47623744159984976,0.0096,0.43540625291067714,0.8327676099847868,0.9551864334129954,0.43540625291067714,0.0847923428652657,0.008722264728385616,0.0017696917010773386,0.0029423910799091474,-0.7593514280115274,0.6478,0.9982303082989227,0.13138757024434167,0.5825489282002292,0.9982303082989227
ToN-IoT,RANDOM_LINF,1,5,1024,3,71.90492987632751,2.060506820678711,41.93655381553697,0.6654741879693904,0.9947486461353318,0.5645937470893229,0.720340661517132,0.47623744159984976,0.0096,0.43540625291067714,0.8327676099847868,0.9551864334129954,0.43540625291067714,0.2461086498140207,0.761455525606469,0.017541680896643794,0.034293344663287914,-0.0005122343296308563,0.0177,0.9824583191033562,0.5080919836070663,0.7666132993341304,0.9824583191033562
ToN-IoT,RANDOM_L2,1,5,1024,3,71.90492987632751,2.0834453105926514,41.87021725224478,0.6654741879693904,0.9947486461353318,0.5645937470893229,0.720340661517132,0.47623744159984976,0.0096,0.43540625291067714,0.8327676099847868,0.9551864334129954,0.43540625291067714,0.2467720154469426,0.7913165266106442,0.017541680896643794,0.03432251009932266,0.008710076831707513,0.0149,0.9824583191033562,0.5123863656120959,0.7721389497121885,0.9824583191033562
ToN-IoT,C&W,1,5,1024,3,71.90492987632751,26.23112201690674,0.0,0.6654741879693904,0.9947486461353318,0.5645937470893229,0.720340661517132,0.47623744159984976,0.0096,0.43540625291067714,0.8327676099847868,0.9551864334129954,0.43540625291067714,0.6654741879693904,0.9947486461353318,0.5645937470893229,0.720340661517132,0.47623744159984976,0.0096,0.43540625291067714,0.8327676099847868,0.9551864334129954,0.43540625291067714
ToN-IoT,FGSM,1,5,2048,2,71.09802436828613,1.987701177597046,58.023170413892764,0.6650240470041934,0.9944724168126094,0.56415908596976,0.7199144232483509,0.47546307934060356,0.0101,0.43584091403024,0.8318168508801888,0.95493890292401,0.43584091403024,0.0847923428652657,0.008722264728385616,0.0017696917010773386,0.0029423910799091474,-0.7593514280115274,0.6478,0.9982303082989227,0.137335640659443,0.5843594069335541,0.9982303082989227
ToN-IoT,RANDOM_LINF,1,5,2048,2,71.09802436828613,2.053525447845459,41.813357340851475,0.6650240470041934,0.9944724168126094,0.56415908596976,0.7199144232483509,0.47546307934060356,0.0101,0.43584091403024,0.8318168508801888,0.95493890292401,0.43584091403024,0.24689047359567864,0.7766097240473062,0.01834890869011767,0.03585077343039127,0.004310494102294165,0.017,0.9816510913098824,0.5133134713899842,0.7717361261917933,0.9816510913098824
ToN-IoT,RANDOM_L2,1,5,2048,2,71.09802436828613,2.093418598175049,41.82046482977564,0.6650240470041934,0.9944724168126094,0.56415908596976,0.7199144232483509,0.47546307934060356,0.0101,0.43584091403024,0.8318168508801888,0.95493890292401,0.43584091403024,0.24681939870643702,0.7870879120879121,0.017790058679251142,0.03479369705801986,0.007479024103427595,0.0155,0.9822099413207489,0.5131027538886648,0.7714340167094543,0.9822099413207489
ToN-IoT,C&W,1,5,2048,2,71.09802436828613,26.064077138900757,0.0,0.6650240470041934,0.9944724168126094,0.56415908596976,0.7199144232483509,0.47546307934060356,0.0101,0.43584091403024,0.8318168508801888,0.95493890292401,0.43584091403024,0.6650240470041934,0.9944724168126094,0.56415908596976,0.7199144232483509,0.47546307934060356,0.0101,0.43584091403024,0.8318168508801888,0.95493890292401,0.43584091403024
ToN-IoT,FGSM,1,5,2048,3,71.99064517021179,2.024601936340332,58.33826908953067,0.6681750337605724,0.9947811905409079,0.5681331304914775,0.7232234605960003,0.47892939046451827,0.0096,0.4318668695085225,0.8323552143810735,0.9550759205267141,0.4318668695085225,0.0847923428652657,0.008722264728385616,0.0017696917010773386,0.0029423910799091474,-0.7593514280115274,0.6478,0.9982303082989227,0.13636731658853113,0.5837132845715044,0.9982303082989227
ToN-IoT,RANDOM_LINF,1,5,2048,3,71.99064517021179,2.080453872680664,42.2208533725035,0.6681750337605724,0.9947811905409079,0.5681331304914775,0.7232234605960003,0.47892939046451827,0.0096,0.4318668695085225,0.8323552143810735,0.9550759205267141,0.4318668695085225,0.24596650003553744,0.7682584269662921,0.01698283088577727,0.03323106831505726,0.0015941725134092546,0.0165,0.9830171691142228,0.5200031497407557,0.7727698034761179,0.9830171691142228
