Dataset,Attack,Estimators,Criterion,MaxDepth,MinLeaf,MinSplit,TrainTime_s,InferTime_Adv_s,Acc_Drop_pp,Clean_Acc,Clean_Precision,Clean_Recall,Clean_F1,Clean_MCC,Clean_FAR,Clean_ASR,Clean_AUC,Clean_PR_AUC,Clean_F1_Macro,Clean_Miss_ddos,Clean_Miss_dos,Clean_Miss_reconnaissance,Clean_Miss_theft,Adv_Acc,Adv_Precision,Adv_Recall,Adv_F1,Adv_MCC,Adv_FAR,Adv_ASR,Adv_AUC,Adv_PR_AUC,Adv_F1_Macro,Adv_Miss_ddos,Adv_Miss_dos,Adv_Miss_reconnaissance,Adv_Miss_theft
Bot-IoT,FGSM,100,gini,10,1,2,3.113422155380249,0.3116114139556885,94.42829105182817,0.9999818274333067,0.9999727446800017,0.9999818274333067,0.999977128514243,0.9999651151680351,0.06666666666666667,0.0,0.9999999986165324,0.9999999448856274,0.7930645911427754,0.0,0.0,0.0,0.0,0.05569891691502508,0.32694924554782306,0.05569891691502508,0.05221281419716498,-0.354657202664339,0.8,0.011004989049536082,0.5012736967417435,0.16783774999777587,0.033994175433894165,0.003634538500147112,0.015635087153001936,0.08392127738581508,0.0
Bot-IoT,RANDOM_LINF,100,gini,10,1,2,3.113422155380249,0.3149547576904297,51.009486079813904,0.9999818274333067,0.9999727446800017,0.9999818274333067,0.999977128514243,0.9999651151680351,0.06666666666666667,0.0,0.9999999986165324,0.9999999448856274,0.7930645911427754,0.0,0.0,0.0,0.0,0.48988696663516756,0.5015036664264805,0.48988696663516756,0.48361932212716613,0.06987989467894264,0.3333333333333333,0.002071954998591434,0.8084654405018987,0.3692837724244044,0.28406554982518245,0.001246127485764724,0.0019770819883796,0.021537318975120682,0.0
Bot-IoT,RANDOM_L2,100,gini,10,1,2,3.113422155380249,0.31998729705810547,55.664389038307775,0.9999818274333067,0.9999727446800017,0.9999818274333067,0.999977128514243,0.9999651151680351,0.06666666666666667,0.0,0.9999999986165324,0.9999999448856274,0.7930645911427754,0.0,0.0,0.0,0.0,0.44333793705022895,0.4905537986562779,0.44333793705022895,0.44174694554895244,0.040503803090960175,0.7333333333333333,0.013867558455484773,0.6715583098397448,0.23395742234239317,0.21225558024945812,0.011215147371882518,0.014222885732730794,0.06424062383958411,0.0
