Dataset;Attack;Binarization;Criterion;MaxDepth;MinLeaf;MinSplit;TrainTime_s;InferTime_Adv_s;Acc_Drop_pp;Clean_Acc;Clean_Precision;Clean_Recall;Clean_F1;Clean_MCC;Clean_FAR;Clean_ASR;Clean_AUC;Clean_PR_AUC;Clean_F1_Macro;Clean_Miss_analysis;Clean_Miss_backdoor;Clean_Miss_dos;Clean_Miss_exploits;Clean_Miss_fuzzers;Clean_Miss_generic;Clean_Miss_reconnaissance;Clean_Miss_shellcode;Clean_Miss_worms;Adv_Acc;Adv_Precision;Adv_Recall;Adv_F1;Adv_MCC;Adv_FAR;Adv_ASR;Adv_AUC;Adv_PR_AUC;Adv_F1_Macro;Adv_Miss_analysis;Adv_Miss_backdoor;Adv_Miss_dos;Adv_Miss_exploits;Adv_Miss_fuzzers;Adv_Miss_generic;Adv_Miss_reconnaissance;Adv_Miss_shellcode;Adv_Miss_worms
UNSW-NB15;FGSM;N/A;gini;10;1;2;1,960357666015625;0,0205810070037841;55,1243744837973;0,7109872224651411;0,8294580362119837;0,7109872224651411;0,7341359361442318;0,6485374637617778;0,362054054054054;0,0061104738374658;0,9357768119957496;0,4740140516840552;0,4457301198375674;0,0265878877400295;0,0;0,0029347028613352;0,0079051383399209;0,0260640052787858;0,0;0,0002860411899313;0,0;0,0;0,159743477627168;0,3239152129737961;0,159743477627168;0,1873635910117831;0,0263210499635758;0,7711351351351351;0,1044957204623665;0,5799274088544628;0,1396616588177906;0,0661049048314599;0,0192023633677991;0,0325900514579759;0,0961115187087307;0,2405677326625943;0,0763774331903662;0,052567431508664;0,0394736842105263;0,0978835978835978;0,0909090909090909
UNSW-NB15;RANDOM_LINF;N/A;gini;10;1;2;1,960357666015625;0,0250341892242431;42,90798231550309;0,7109872224651411;0,8294580362119837;0,7109872224651411;0,7341359361442318;0,6485374637617778;0,362054054054054;0,0061104738374658;0,9357768119957496;0,4740140516840552;0,4457301198375674;0,0265878877400295;0,0;0,0029347028613352;0,0079051383399209;0,0260640052787858;0,0;0,0002860411899313;0,0;0,0;0,2819073993101103;0,3954828743168613;0,2819073993101103;0,315200588363649;0,1099385877664947;0,6783513513513514;0,1641886526074296;0,5551781690078241;0,117822930297377;0,1287095897614381;0,1373707533234859;0,1286449399656946;0,1408657373440939;0,2375134746676248;0,0872649290663147;0,171003126490382;0,0758009153318077;0,0873015873015873;0,0227272727272727
UNSW-NB15;RANDOM_L2;N/A;gini;10;1;2;1,960357666015625;0,0250735282897949;43,10717582470971;0,7109872224651411;0,8294580362119837;0,7109872224651411;0,7341359361442318;0,6485374637617778;0,362054054054054;0,0061104738374658;0,9357768119957496;0,4740140516840552;0,4457301198375674;0,0265878877400295;0,0;0,0029347028613352;0,0079051383399209;0,0260640052787858;0,0;0,0002860411899313;0,0;0,0;0,279915464218044;0,3977208648031556;0,279915464218044;0,3144848078874407;0,1086623357940062;0,6779189189189189;0,1586958439954116;0,547785775981768;0,1174544863057002;0,1269688906104636;0,1610044313146233;0,111492281303602;0,1359745659085351;0,2265540783327344;0,0847904981854173;0,165915955699221;0,0758009153318077;0,0793650793650793;0,0454545454545454
