Dataset;Attack;Binarization;Resolution;AddressSize;BloomSize;Hash;TrainTime_s;InferTime_Adv_s;Acc_Drop_pp;Clean_Acc;Clean_Precision;Clean_Recall;Clean_F1;Clean_MCC;Clean_FAR;Clean_ASR;Clean_AUC;Clean_PR_AUC;Clean_F1_Macro;Clean_Miss_ddos;Clean_Miss_dos;Clean_Miss_reconnaissance;Clean_Miss_theft;Adv_Acc;Adv_Precision;Adv_Recall;Adv_F1;Adv_MCC;Adv_FAR;Adv_ASR;Adv_AUC;Adv_PR_AUC;Adv_F1_Macro;Adv_Miss_ddos;Adv_Miss_dos;Adv_Miss_reconnaissance;Adv_Miss_theft
Bot-IoT;RANDOM_LINF;distributive;1;10;1024;3;2,921091794967652;2,831649780273437;46,32459838627607;0,9668895834847714;0,96839581395719;0,9668895834847714;0,9626352648667948;0,936690727866664;0,3333333333333333;0,0;0,974420294208401;0,5030140895777258;0,6436462676859662;0,0;0,0;0,0;0,0;0,5036435996220107;0,4847754507274192;0,5036435996220107;0,4808753135493631;0,009017853654796;1,0;0,000436201052335;0,7080910502919091;0,2108640113762854;0,209508769613994;0,0002596098928676;0,0003227888960619;0,006312662458225;0,0
Bot-IoT;RANDOM_L2;distributive;1;10;1024;3;2,921091794967652;2,802630424499512;46,11470524096824;0,9668895834847714;0,96839581395719;0,9668895834847714;0,9626352648667948;0,936690727866664;0,3333333333333333;0,0;0,974420294208401;0,5030140895777258;0,6436462676859662;0,0;0,0;0,0;0,0;0,505742531075089;0,4858899990832264;0,505742531075089;0,4829194241711623;0,012849643608747;1,0;0,0003180632673276;0,5573051780650186;0,2079421356856812;0,2041401883332943;0,0002423025666764;0,0002824402840542;0,0025993316004456;0,0
Bot-IoT;FGSM;distributive;1;10;2048;2;2,9209201335906982;1,5053281784057615;58,68830413607618;0,9627916696954276;0,9646438397622612;0,9627916696954276;0,9585008021345488;0,9289868522897332;0,6666666666666666;0,0;0,9781683808924044;0,5187665289292246;0,5810234307391203;0,0;0,0;0,0;0,0;0,375908628334666;0,2960014462051041;0,375908628334666;0,3205924085873343;-0,2915643438386229;1,0;3,635008769458656e-05;0,5341904451315259;0,1583600587048409;0,125219030580876;1,7307326191176726e-05;4,034861200774693e-05;0,0003713330857779;0,0
Bot-IoT;RANDOM_LINF;distributive;1;10;2048;2;2,9209201335906982;2,217487335205078;45,55680744348332;0,9627916696954276;0,9646438397622612;0,9627916696954276;0,9585008021345488;0,9289868522897332;0,6666666666666666;0,0;0,9781683808924044;0,5187665289292246;0,5810234307391203;0,0;0,0;0,0;0,0;0,5072235952605946;0,4912506124971638;0,5072235952605946;0,486623609618283;0,021919112882144;1,0;0,0006179514908079;0,711087749948243;0,2142706572513624;0,2222770226771081;0,0004153758285882;0,0005447062621045;0,006312662458225;0,0
Bot-IoT;RANDOM_L2;distributive;1;10;2048;2;2,9209201335906982;2,253931760787964;45,57498001017664;0,9627916696954276;0,9646438397622612;0,9627916696954276;0,9585008021345488;0,9289868522897332;0,6666666666666666;0,0;0,9781683808924044;0,5187665289292246;0,5810234307391203;0,0;0,0;0,0;0,0;0,5070418695936614;0,4896067386439419;0,5070418695936614;0,4851024559882719;0,0202139268695641;0,9333333333333332;0,0006543015785025;0,6251611977305289;0,2110983622928471;0,215479579381565;0,0005538344381176;0,0006657520981278;0,0025993316004456;0,0
Bot-IoT;FGSM;distributive;1;10;2048;3;2,9292287826538086;1,386866807937622;78,63360471032928;0,9682525259867704;0,9695596338380364;0,9682525259867704;0,9644425606986196;0,939282309173254;0,6666666666666666;0,0;0,9821156939960743;0,4879807702727315;0,5909272552237781;0,0;0,0;0,0;0,0;0,1819164788834775;0,1787786747027075;0,1819164788834775;0,1802634118615963;-0,5962981988079333;1,0;0,0001726629165492;0,3583504435010211;0,1461786975632668;0,0727483210396292;0,0002423025666764;0,0001008715300193;0,0;0,0
Bot-IoT;RANDOM_LINF;distributive;1;10;2048;3;2,9292287826538086;2,178628921508789;45,11157955949698;0,9682525259867704;0,9695596338380364;0,9682525259867704;0,9644425606986196;0,939282309173254;0,6666666666666666;0,0;0,9821156939960743;0,4879807702727315;0,5909272552237781;0,0;0,0;0,0;0,0;0,5171367303918005;0,5029172236650471;0,5171367303918005;0,5018401187085723;0,0444151941810358;1,0;0,0002271880480911;0,7114272833943763;0,2161836108800031;0,2240314513957755;0,0002076879142941;0,0002219173660426;0,0007426661715558;0,0
Bot-IoT;RANDOM_L2;distributive;1;10;2048;3;2,9292287826538086;2,1996541023254395;45,36963000654213;0,9682525259867704;0,9695596338380364;0,9682525259867704;0,9644425606986196;0,939282309173254;0,6666666666666666;0,0;0,9821156939960743;0,4879807702727315;0,5909272552237781;0,0;0,0;0,0;0,0;0,5145562259213491;0,4981823278976996;0,5145562259213491;0,4973278875879868;0,0367666550957333;1,0;0,0001817504384729;0,6360005182899896;0,2119505398326446;0,2123202365502028;8,653663095588362e-05;0,0002219173660426;0,0014853323431117;0,0
Bot-IoT;FGSM;distributive;1;15;1024;2;2,5888936519622803;1,7428276538848877;72,70389619829906;0,9663807516173584;0,9683044582731168;0,9663807516173584;0,9637838119691414;0,9360598973943316;0,1333333333333333;0,0;0,9930602772410324;0,5679409281834482;0,6935771873047664;0,0;0,0;0,0;0,0;0,2393417896343679;0,239741934303961;0,2393417896343679;0,2311905032617033;-0,3466075120093103;1,0;0,0003180632673276;0,4990252443361355;0,153312116456171;0,0906886871431118;0,0;0,0007061007101355;0,0;0,0
Bot-IoT;RANDOM_LINF;distributive;1;15;1024;2;2,5888936519622803;2,182299852371216;45,815766518863136;0,9663807516173584;0,9683044582731168;0,9663807516173584;0,9637838119691414;0,9360598973943316;0,1333333333333333;0,0;0,9930602772410324;0,5679409281834482;0,6935771873047664;0,0;0,0;0,0;0,0;0,5082230864287272;0,495102677419135;0,5082230864287272;0,4900509236653373;0,0341678521442792;0,9333333333333332;0,0009451022800592;0,591329008173047;0,2114280450453113;0,2225626406680953;0,0008134443309853;0,0010692382182052;0,0014853323431117;0,0
Bot-IoT;RANDOM_L2;distributive;1;15;1024;2;2,5888936519622803;2,297919511795044;45,7685178454605;0,9663807516173584;0,9683044582731168;0,9663807516173584;0,9637838119691414;0,9360598973943316;0,1333333333333333;0,0;0,9930602772410324;0,5679409281834482;0,6935771873047664;0,0;0,0;0,0;0,0;0,5086955731627535;0,4955721045012499;0,5086955731627535;0,4896389389594584;0,0340057549456696;1,0;0,0011904653719977;0,576086605386719;0,2092624291419683;0,2142450390336447;0,0010211322452794;0,0013718528082633;0,0014853323431117;0,0
