Dataset;Attack;Binarization;Estimators;Criterion;MaxDepth;MinLeaf;MinSplit;TrainTime_s;InferTime_Adv_s;Acc_Drop_pp;Clean_Acc;Clean_Precision;Clean_Recall;Clean_F1;Clean_MCC;Clean_FAR;Clean_ASR;Clean_AUC;Clean_PR_AUC;Clean_Miss_Attack;Adv_Acc;Adv_Precision;Adv_Recall;Adv_F1;Adv_MCC;Adv_FAR;Adv_ASR;Adv_AUC;Adv_PR_AUC;Adv_Miss_Attack
Bot-IoT;FGSM;N/A;100;gini;10;1;2;2,996670722961426;0,2033185958862304;95,25423420803956;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;1,0;1,0;0,0;0,0474394853529112;0,9982771822358346;0,0473914268318172;0,0904871383334056;-0,0303383524363317;0,6;0,9526085731681828;0,1103724975236502;0,9995948152015218;0,9526085731681828
Bot-IoT;RANDOM_LINF;N/A;100;gini;10;1;2;2,996670722961426;0,1947276592254638;16,540670204259644;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;1,0;1,0;0,0;0,8345751253907102;0,9999782227593942;0,8345707509019366;0,9098177134931642;0,0220260171563306;0,1333333333333333;0,1654292490980634;0,8944017835776362;0,9999756948422158;0,1654292490980634
Bot-IoT;RANDOM_L2;N/A;100;gini;10;1;2;2,996670722961426;0,2218279838562011;38,86930290034164;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;1,0;1,0;0,0;0,6112887984298903;0,9999554016085154;0,6112630746721677;0,7587249306291877;0,009848623010615;0,2;0,3887369253278323;0,8028783211106164;0,9999647089879696;0,3887369253278323
