Dataset;Attack;Binarization;Criterion;MaxDepth;MinLeaf;MinSplit;TrainTime_s;InferTime_Adv_s;Acc_Drop_pp;Clean_Acc;Clean_Precision;Clean_Recall;Clean_F1;Clean_MCC;Clean_FAR;Clean_ASR;Clean_AUC;Clean_PR_AUC;Clean_F1_Macro;Clean_Miss_ddos;Clean_Miss_dos;Clean_Miss_reconnaissance;Clean_Miss_theft;Adv_Acc;Adv_Precision;Adv_Recall;Adv_F1;Adv_MCC;Adv_FAR;Adv_ASR;Adv_AUC;Adv_PR_AUC;Adv_F1_Macro;Adv_Miss_ddos;Adv_Miss_dos;Adv_Miss_reconnaissance;Adv_Miss_theft
Bot-IoT;FGSM;N/A;gini;10;1;2;0,7195701599121094;0,0105092525482177;99,78647234135347;0,9999818274333068;0,9999839653823296;0,9999818274333068;0,9999823919507248;0,9999651158033132;0,0;1,817504384729328e-05;0,9999239158784596;0,9763256895143216;0,987425705794948;0,0;0,0;0,0007426661715558;0,0;0,0021171040197717;0,5977761767751537;0,0021171040197717;0,0037248137824315;-0,018795022040371;0,5333333333333333;0,2499341154660535;0,5462872073800131;0,1997499023789797;0,0019199202917653;0,4007338306305059;0,0406915752098127;0,8659487560341627;0,0
Bot-IoT;RANDOM_LINF;N/A;gini;10;1;2;0,7195701599121094;0,0110533237457275;61,069819001235736;0,9999818274333068;0,9999839653823296;0,9999818274333068;0,9999823919507248;0,9999651158033132;0,0;1,817504384729328e-05;0,9999239158784596;0,9763256895143216;0,987425705794948;0,0;0,0;0,0007426661715558;0,0;0,3892836374209493;0,4964029064841742;0,3892836374209493;0,4306365036260922;0,0339259438877789;0,0666666666666666;0,0263356385347279;0,718689467909317;0,2133183360343287;0,218918150663229;0,0132574118624413;0,0146061975468043;0,5228369847753435;0,0
Bot-IoT;RANDOM_L2;N/A;gini;10;1;2;0,7195701599121094;0,0122578144073486;73,64250926800902;0,9999818274333068;0,9999839653823296;0,9999818274333068;0,9999823919507248;0,9999651158033132;0,0;1,817504384729328e-05;0,9999239158784596;0,9763256895143216;0,987425705794948;0,0;0,0;0,0007426661715558;0,0;0,2635567347532165;0,4863378119685427;0,2635567347532165;0,3291136873534832;0,0109466571697158;0,7333333333333333;0,074990230913932;0,6070536123858898;0,2026887674501671;0,1564799551505211;0,0641928728430744;0,0667567785668173;0,4582250278499814;0,0
