Dataset;Attack;Binarization;Resolution;AddressSize;TrainTime_s;InferTime_Adv_s;Acc_Drop_pp;Clean_Acc;Clean_Precision;Clean_Recall;Clean_F1;Clean_MCC;Clean_FAR;Clean_ASR;Clean_AUC;Clean_PR_AUC;Clean_Miss_Attack;Adv_Acc;Adv_Precision;Adv_Recall;Adv_F1;Adv_MCC;Adv_FAR;Adv_ASR;Adv_AUC;Adv_PR_AUC;Adv_Miss_Attack
Bot-IoT;RANDOM_L2;distributive;2;10;0,4878334999084472;0,3497958183288574;0,0245329650359837;0,99989096459984;0,9998909616275794;1,0;0,999945477841286;0,447189213113997;0,8;0,0;0,6;0,9999454808137898;0,0;0,9996456349494802;0,999863676021521;0,9997818994738324;0,9998227860755294;-0,0001724306568899;1,0;0,0002181005261675;0,4998909497369162;0,9999318231478368;0,0002181005261675
Bot-IoT;FGSM;distributive;2;15;0,4760828018188476;0,1489510536193847;-0,0009086283346726;0,9999363960165734;0,9999363913928468;1,0;0,9999681946848776;0,7302735163915309;0,4666666666666667;0,0;0,7666666666666666;0,9999681956964234;0,0;0,99994548229992;0,999945477841286;1,0;0,9999727381774562;0,7745755526123786;0,4;0,0;0,8;0,999972738920643;0,0
Bot-IoT;RANDOM_LINF;distributive;2;15;0,4760828018188476;0,1694386005401611;0,351639165515738;0,9999363960165734;0,9999363913928468;1,0;0,9999681946848776;0,7302735163915309;0,4666666666666667;0,0;0,7666666666666666;0,9999681956964234;0,0;0,996420004361416;0,9998632347711918;0,996555829190938;0,9982067923429124;-0,0006863255850949;1,0;0,003444170809062;0,4982779145954689;0,9999313826752568;0,003444170809062
Bot-IoT;RANDOM_L2;distributive;2;15;0,4760828018188476;0,1628289222717285;0,351639165515738;0,9999363960165734;0,9999363913928468;1,0;0,9999681946848776;0,7302735163915309;0,4666666666666667;0,0;0,7666666666666666;0,9999681956964234;0,0;0,996420004361416;0,9998723501253703;0,9965467416690142;0,998206776019953;0,0125636489096522;0,9333333333333332;0,0034532583309857;0,5316067041678405;0,9999359397330576;0,0034532583309857
Bot-IoT;FGSM;distributive;2;20;0,2390389442443847;0,1410949230194091;0,0072690266773367;0,99994548229992;0,999945477841286;1,0;0,9999727381774562;0,7745755526123786;0,4;0,0;0,8;0,999972738920643;0,0;0,9998727920331468;0,9998727908772886;1,0;0,9999363913928468;0,258182466597726;0,9333333333333332;0,0;0,5333333333333333;0,9999363954386444;0,0
Bot-IoT;RANDOM_LINF;distributive;2;20;0,2390389442443847;0,1576795578002929;2,6777277022606683;0,99994548229992;0,999945477841286;1,0;0,9999727381774562;0,7745755526123786;0,4;0,0;0,8;0,999972738920643;0,0;0,9731682052773134;0,9998879677347076;0,9732735980225552;0,9864012930974936;0,012536240644647;0,8;0,0267264019774447;0,5866367990112776;0,9999421625398948;0,0267264019774447
Bot-IoT;RANDOM_L2;distributive;2;20;0,2390389442443847;0,1515424251556396;2,4960020353274714;0,99994548229992;0,999945477841286;1,0;0,9999727381774562;0,7745755526123786;0,4;0,0;0,8;0,999972738920643;0,0;0,9749854619466454;0,9999068103030528;0,9750729273634372;0,9873337351448592;0,0230739350041943;0,6666666666666666;0,0249270726365627;0,6542031303483853;0,9999517064431892;0,0249270726365627
Bot-IoT;FGSM;distributive;4;5;1,1006357669830322;0,7516498565673828;0,0027258850039957;0,99989096459984;0,9998909616275794;1,0;0,999945477841286;0,447189213113997;0,8;0,0;0,6;0,9999454808137898;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_LINF;distributive;4;5;1,1006357669830322;0,8432826995849609;0,0027258850039957;0,99989096459984;0,9998909616275794;1,0;0,999945477841286;0,447189213113997;0,8;0,0;0,6;0,9999454808137898;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_L2;distributive;4;5;1,1006357669830322;0,7998428344726562;0,0027258850039957;0,99989096459984;0,9998909616275794;1,0;0,999945477841286;0,447189213113997;0,8;0,0;0,6;0,9999454808137898;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;FGSM;distributive;4;10;0,955589771270752;0,590524435043335;0,0027258850039957;0,99989096459984;0,9998909616275794;1,0;0,999945477841286;0,447189213113997;0,8;0,0;0,6;0,9999454808137898;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
